data;código do campo;campo;preco
45689;14;Arabaiana;1,50535
45689;1505;Araçari;2,30905
45689;13;Araçás;1,62557
45689;4708;Araçás Leste;1,61374
45689;4546;Arapaçu;1,23074
45689;4025;Arara Azul;1,10534
45689;662;Araracanga;1,10534
45689;1;Aratu;0,97178
45689;686;Argonauta;1,01374
45689;724;Arribaçã;2,10163
45689;16;Aruari;3,39932
45689;19;Asa Branca;1,58199
45689;21;Atalaia Sul;0,97842
45689;4652;Atapu;1,06072
45689;4845;Atapu_ECO;1,06072
45689;678;Atlanta;0,84895
45689;258;Azulão;1,06928
45689;4886;Azulão Oeste;1,01623
45689;28;Badejo;1,4497
45689;24;Baixa do Algodão;1,00536
45689;464;Baleia Anã;0,87686
45689;4690;Barra Bonita;0,9383
45689;42;Barracuda;1,61971
45689;25;Barrinha;3,39932
45689;1625;Barrinha Leste;3,39932
45689;3825;Barrinha Sudoeste;3,39932
45689;2625;Baúna;1,7371
45689;3245;Bem-Te-Vi;3,39932
45689;30;Benfica;1,59667
45689;2645;Berbigão;1,50282
45689;33;Bicudo;1,17059
45689;26;Biriba;1,143
45689;29;Boa Esperança;1,58199
45689;1605;Bom Lugar;1,41044
45689;39;Bonito;1,32486
45689;44;Bonsucesso;1,76423
45689;41;Brejinho RN;1,1469
45689;43;Brejo Grande;1,15574
45689;23;Buracica;1,4181
45689;4598;Búzios;1,4017
45689;4827;Búzios_ECO;1,4017
45689;4700;Caburé;1,20031
45689;4706;Caburé Leste;1,20031
45689;51;Cachoeirinha;1,7756
45689;50;Cacimbas;0,98773
45689;4802;Camaçari;3,39932
45689;1184;Camarupim;1,18451
45689;2585;Camarupim Norte;1,18451
45689;62;Campo Grande;1,31055
45689;55;Canabrava;1,15018
45689;669;Canapu;1,41773
45689;666;Canário;1,59396
45689;1043;Cancã;0,8746
45689;46;Candeias;1,23845
45689;53;Cangoá;0,99114
45689;63;Cantagalo;1,25356
45689;52;Canto do Amaro;1,59667
45689;78;Carapeba;2,2534
45689;2325;Carapitanga;1,14659
45689;80;Caratinga;1,63217
45689;1725;Cardeal;3,39932
45689;4664;Cardeal Amarelo;1,15993
45689;4665;Cardeal do Nordeste;0,82224
45689;74;Carmópolis;1,34521
45689;82;Cassarongongo;1,09141
45689;67;Castanhal;2,11507
45689;1164;Caxareu;1,34045
45689;88;Cexis;1,4216
45689;1404;Cidade de Aracaju;3,39932
45689;66;Cioba;1,03946
45689;923;Colibri;3,39932
45689;72;Conceição;1,14501
45689;3605;Concriz;3,39932
45689;83;Coqueiro Seco;0,88255
45689;58;Córrego Dourado;1,05764
45689;2005;Crejoá;3,39932
45689;91;Dom João;2,01309
45689;95;Enchova;1,03398
45689;96;Enchova Oeste;1,28314
45689;98;Espadarte;1,64474
45689;4879;Espadim;1,65527
45689;99;Estreito;3,39932
45689;101;Fazenda Alegre;0,87042
45689;103;Fazenda Alvorada;1,78647
45689;100;Fazenda Azevedo;1,59414
45689;106;Fazenda Bálsamo;1,7921
45689;105;Fazenda Belém BA;1,13283
45689;131;Fazenda Belém CE;3,39932
45689;104;Fazenda Boa Esperança;1,75798
45689;110;Fazenda Canaan;3,39932
45689;107;Fazenda Cedro;1,32543
45689;108;Fazenda Curral;1,7756
45689;112;Fazenda Guindaste;1,59132
45689;113;Fazenda Imbé;1,61363
45689;115;Fazenda Malaquias;1,00536
45689;116;Fazenda Matinha;1,14501
45689;117;Fazenda Onça;1,89774
45689;118;Fazenda Panelas;1,43053
45689;119;Fazenda Pocinho;0,90562
45689;123;Fazenda Rio Branco;3,39932
45689;127;Fazenda Santa Luzia;1,11965
45689;129;Fazenda Santa Rosa;1,14501
45689;125;Fazenda Santo Estevão;3,39932
45689;126;Fazenda São Jorge;1,09063
45689;128;Fazenda São Rafael;1,35996
45689;1224;Foz do Vaza-Barris;3,39932
45689;122;Frade;1,00687
45689;130;Furado;1,23074
45689;4085;Galo de Campina;0,84125
45689;4528;Gavião Azul;0,92473
45689;4822;Gavião Belo;1,11393
45689;4558;Gavião Branco;0,94056
45689;4617;Gavião Branco Norte;1,03747
45689;4608;Gavião Caboclo;0,98105
45689;4629;Gavião Carijó;1,01689
45689;4859;Gavião Mateiro;0,91821
45689;4627;Gavião Preto;1,00514
45689;4529;Gavião Real;0,96187
45689;4630;Gavião Tesoura;1,04677
45689;4861;Gavião Vaqueiro;1,06493
45689;4666;Gavião Vermelho;0,92274
45689;383;Golfinho;1,03583
45689;135;Gomo;1,20822
45689;134;Guamaré;3,39932
45689;1283;Guanambi;1,65867
45689;2405;Harpia;3,39932
45689;142;Icapuí;3,39932
45689;141;Ilha de Bimbarra;1,18797
45689;144;Ilha Pequena;2,84842
45689;875;Inhambu;0,85504
45689;4691;Iraí;0,67328
45689;4841;Irara;3,39932
45689;4713;Iraúna;1,58048
45689;1103;Irerê;3,39932
45689;4711;Itaparica;1,02269
45689;4615;Itapu;1,67022
45689;4828;Itapu_ECO;1,67022
45689;1123;Jaçanã;1,44647
45689;147;Jacuípe;1,09103
45689;743;Jacutinga;3,39932
45689;150;Janduí;1,08499
45689;148;Jequiá;2,02801
45689;2285;Jiribatuba;1,28229
45689;702;João de Barro;1,948
45689;153;Juazeiro;1,20773
45689;152;Jubarte;1,42248
45689;983;Juriti;3,29203
45689;154;Lagoa Aroeira;3,39932
45689;162;Lagoa do Paulo;2,17126
45689;483;Lagoa do Paulo Norte;2,07614
45689;673;Lagoa do Paulo Sul;0,89873
45689;161;Lagoa Parda;1,20816
45689;165;Lagoa Parda Norte;1,00448
45689;168;Lagoa Suruaca;1,36382
45689;159;Lamarão;1,26894
45689;1746;Lapa;0,94726
45689;157;Leodório;1,68282
45689;167;Leste de Poço Xavier;1,58199
45689;169;Leste do Urucu;1,03751
45689;158;Linguado;1,23712
45689;171;Livramento;1,7756
45689;160;Lorena;1,40853
45689;4552;Maçarico;1,08826
45689;174;Macau;1,80559
45689;4702;Mãe-da-Lua;1,71944
45689;185;Malombê;1,57478
45689;190;Manati;0,91037
45689;178;Mandacaru;1,59484
45689;4876;Manjuba;1,52273
45689;172;Marimbá;1,68677
45689;196;Marlim;1,47035
45689;187;Marlim Leste;1,83971
45689;188;Marlim Sul;1,59347
45689;195;Massapê;1,24665
45689;197;Massuí;1,28717
45689;184;Mata de São João;1,68592
45689;181;Mato Grosso;1,14103
45689;4684;Mero;1,15499
45689;381;Mexilhão;1,02777
45689;180;Miranga;1,32925
45689;183;Miranga Norte;1,85443
45689;175;Monte Alegre;0,82669
45689;192;Mossoró;3,39932
45689;4852;Muriqui;3,39932
45689;4718;Murucututu;1,2922
45689;4740;Nordeste de Sapinhoá;1,54257
45689;4741;Noroeste de Sapinhoá;1,54257
45689;4654;Norte de Berbigão;1,27737
45689;202;Norte de Fazenda Caruaçu;1,21665
45689;4658;Norte de Sururu;1,27737
45689;4647;Oeste de Atapu;1,06072
45689;206;Oeste de Ubarana;1,03946
45689;657;Ostra;1,24703
45689;4696;PA-1GALP42RN_POT-T-743;0,84889
45689;217;Pajeú;1,00536
45689;219;Pampo;1,39291
45689;705;Papa-Terra;1,14567
45689;4689;Paramirim do Vencimento;3,39932
45689;1645;Pardal;1,40853
45689;215;Pargo;1,6929
45689;208;Paru;1,23074
45689;3885;Patativa;1,58199
45689;4593;Paturi;1,08826
45689;221;Pedra Sentada;1,88085
45689;212;Pedrinhas;1,63852
45689;695;Peregrino;1,6885
45689;1144;Periquito;0,91749
45689;4742;Periquito Nordeste;0,93961
45689;4720;Periquito Norte;0,99973
45689;214;Peroá;0,98717
45689;213;Pescada;1,50535
45689;4805;Piaçabuçu;3,39932
45689;216;Pilar;1,02687
45689;658;Pintassilgo;3,39932
45689;222;Piraúna;1,68929
45689;4579;Pitangola;1,6885
45689;223;Poço Verde;3,39932
45689;583;Polvo;2,22094
45689;220;Ponta do Mel;1,90941
45689;210;Porto Carão;3,39932
45689;226;Quererá;1,14501
45689;2785;Rabo Branco;1,31661
45689;232;Redonda;3,39932
45689;242;Remanso;1,22328
45689;234;Riacho da Forquilha;1,58425
45689;245;Riacho Ouricuri;2,36384
45689;255;Riacho São Pedro;0,89187
45689;243;Riachuelo;1,60208
45689;229;Rio do Bu;2,34663
45689;4125;Rio do Carmo;3,39932
45689;246;Rio dos Ovos;1,76933
45689;2425;Rio Ipiranga;1,38261
45689;235;Rio Itariri;2,38138
45689;236;Rio Itaúnas;0,97503
45689;4710;Rio Mariricu;1,15449
45689;241;Rio Mossoró;2,87913
45689;256;Rio Subaúma;1,81094
45689;257;Rio Urucu;1,10534
45689;1303;Rolinha;2,22723
45689;244;Roncador;1,32541
45689;263;Sabiá;0,92908
45689;3705;Sabiá Bico-de-Osso;0,89127
45689;3465;Sabiá da Mata;1,08499
45689;4862;Sabiá-Laranjeira;3,39932
45689;267;Salina Cristal;0,84109
45689;2085;Sanhaçu;1,27142
45689;261;Santana;1,55818
45689;269;São Domingos;2,20971
45689;4695;São João;3,39932
45689;2885;São Mateus Leste;1,16233
45689;284;São Pedro;1,43183
45689;2365;Sapinhoá;1,54257
45689;270;Sauípe;3,39932
45689;4614;Sépia;1,58883
45689;4676;Sépia Leste;1,58883
45689;4846;Sépia_ECO;1,58883
45689;279;Serra do Mel;1,79314
45689;287;Serra Vermelha;3,39932
45689;271;Serraria;1,88689
45689;276;Sesmaria;1,78352
45689;3565;Sibite;1,58425
45689;288;Siririzinho;1,40363
45689;265;Socorro;1,31373
45689;268;Socorro Extensão;1,30475
45689;4739;Sudoeste de Sapinhoá;1,54257
45689;285;Sudoeste Urucu;1,10534
45689;4758;Suindara;3,39932
45689;4656;Sul de Berbigão;1,50282
45689;266;Sul de Coruripe;2,03748
45689;4660;Sul de Sururu;1,27737
45689;4611;Sul de Tupi;1,39194
45689;4649;Sururu;1,50282
45689;286;Sussuarana;1,85778
45689;1023;Tabuiaiá;0,79891
45689;292;Tabuleiro dos Martins;1,95844
45689;4888;Tambaqui;1,35591
45689;691;Tambaú;0,99399
45689;682;Tambuatá;1,4017
45689;803;Tangará;1,12224
45689;4245;Tapiranga Norte;1,14432
45689;293;Taquipe;1,63824
45689;289;Tartaruga;2,14135
45689;3645;Tartaruga Verde;1,64476
45689;4747;Tartaruga Verde Sudoeste;1,64474
45689;3866;Tiê;1,79775
45689;1383;Tigre;1,84586
45689;4750;Tiriba;3,39932
45689;291;Três Marias;1,00536
45689;294;Trilha;1,39004
45689;1865;Trinca Ferro;1,08826
45689;3945;Trovoada;2,4178
45689;4534;Tubarão Martelo;2,22094
45689;3325;Tucano;3,39932
45689;4746;Tucano Grande;1,06338
45689;1063;Tupi;1,45221
45689;295;Ubarana;1,03946
45689;443;Uirapuru;1,27658
45689;10000;UO SIX - São Mateus do Sul;1,5436
45689;296;Upanema;1,08826
45689;843;Uruguá;0,99399
45689;4709;Urutau;3,39932
45689;4714;Vale do Quiricó;1,52318
45689;302;Varginha;1,58199
45689;299;Vermelho;1,53721
45689;297;Voador;1,65527
45717;823;Abalone;1,14274
45717;783;Acajá-Burizinho;1,41873
45717;563;Acauã;1,05551
45717;5;Água Grande;1,00988
45717;4821;Águia Real;3,10076
45717;7;Aguilhada;1,30597
45717;3;Albacora;1,00233
45717;4;Albacora Leste;0,99585
45717;15;Alto do Rodrigues;0,67331
45717;523;Anambé;1,18839
45717;4824;ANC_Mero;0,98745
45717;4755;AnC_NORTE_ATAPU;1,01715
45717;4749;Anc_Tupi;1,33394
45717;1726;Andorinha;3,10076
45717;9;Angelim;2,07574
45717;10;Angico;3,10076
45717;12;Apraiús;2,12001
45717;14;Arabaiana;1,44452
45717;1505;Araçari;2,19219
45717;13;Araçás;1,55548
45717;4708;Araçás Leste;1,54595
45717;4546;Arapaçu;1,18839
45717;4025;Arara Azul;1,06941
45717;662;Araracanga;1,06941
45717;1;Aratu;0,9485
45717;686;Argonauta;0,98772
45717;724;Arribaçã;1,99747
45717;16;Aruari;1,8811
45717;19;Asa Branca;1,51378
45717;21;Atalaia Sul;0,95367
45717;4652;Atapu;1,01715
45717;4845;Atapu_ECO;1,01715
45717;678;Atlanta;0,83287
45717;258;Azulão;1,03844
45717;4886;Azulão Oeste;0,98912
45717;28;Badejo;1,39177
45717;24;Baixa do Algodão;0,98084
45717;464;Baleia Anã;0,86023
45717;4690;Barra Bonita;0,91696
45717;42;Barracuda;1,5481
45717;25;Barrinha;3,10076
45717;1625;Barrinha Leste;3,10076
45717;3825;Barrinha Sudoeste;3,10076
45717;2625;Baúna;2,10469
45717;3245;Bem-Te-Vi;3,10076
45717;30;Benfica;1,52785
45717;2645;Berbigão;1,43541
45717;33;Bicudo;1,13158
45717;26;Biriba;1,10894
45717;29;Boa Esperança;1,51378
45717;1605;Bom Lugar;1,34941
45717;39;Bonito;1,27538
45717;44;Bonsucesso;1,67616
45717;41;Brejinho RN;1,11142
45717;43;Brejo Grande;1,11772
45717;23;Buracica;1,09523
45717;4598;Búzios;1,34171
45717;4827;Búzios_ECO;1,34171
45717;4700;Caburé;1,16082
45717;4706;Caburé Leste;1,16082
45717;51;Cachoeirinha;1,38993
45717;50;Cacimbas;0,9626
45717;4802;Camaçari;3,10076
45717;1184;Camarupim;1,1462
45717;2585;Camarupim Norte;1,1462
45717;62;Campo Grande;1,26344
45717;55;Canabrava;1,11357
45717;669;Canapu;1,36372
45717;666;Canário;1,52552
45717;1043;Cancã;0,85778
45717;46;Candeias;1,18013
45717;53;Cangoá;0,96534
45717;63;Cantagalo;1,21204
45717;52;Canto do Amaro;1,52785
45717;78;Carapeba;2,13507
45717;2325;Carapitanga;1,10903
45717;80;Caratinga;1,55695
45717;1725;Cardeal;3,10076
45717;4664;Cardeal Amarelo;1,24014
45717;4665;Cardeal do Nordeste;0,80654
45717;74;Carmópolis;1,29107
45717;82;Cassarongongo;1,05956
45717;67;Castanhal;0,74398
45717;1164;Caxareu;1,28873
45717;88;Cexis;1,3665
45717;1404;Cidade de Aracaju;3,10076
45717;66;Cioba;1,01092
45717;923;Colibri;3,10076
45717;72;Conceição;1,1102
45717;3605;Concriz;3,10076
45717;83;Coqueiro Seco;0,8654
45717;58;Córrego Dourado;1,02774
45717;2005;Crejoá;3,10076
45717;91;Dom João;1,90766
45717;95;Enchova;1,00678
45717;96;Enchova Oeste;1,23387
45717;98;Espadarte;1,56727
45717;4879;Espadim;1,57794
45717;99;Estreito;3,10076
45717;101;Fazenda Alegre;0,85366
45717;103;Fazenda Alvorada;1,69888
45717;100;Fazenda Azevedo;1,52692
45717;106;Fazenda Bálsamo;1,85951
45717;105;Fazenda Belém BA;1,09716
45717;131;Fazenda Belém CE;3,10076
45717;104;Fazenda Boa Esperança;1,67621
45717;110;Fazenda Canaan;3,10076
45717;107;Fazenda Cedro;1,27769
45717;108;Fazenda Curral;1,38993
45717;112;Fazenda Guindaste;1,53043
45717;113;Fazenda Imbé;1,54026
45717;115;Fazenda Malaquias;0,98084
45717;116;Fazenda Matinha;1,1102
45717;117;Fazenda Onça;1,44418
45717;118;Fazenda Panelas;1,37334
45717;119;Fazenda Pocinho;0,88457
45717;123;Fazenda Rio Branco;3,10076
45717;127;Fazenda Santa Luzia;1,08609
45717;129;Fazenda Santa Rosa;1,1102
45717;125;Fazenda Santo Estevão;3,10076
45717;126;Fazenda São Jorge;1,05867
45717;128;Fazenda São Rafael;1,30891
45717;1224;Foz do Vaza-Barris;3,10076
45717;122;Frade;0,9808
45717;130;Furado;1,18839
45717;4085;Galo de Campina;0,82469
45717;4528;Gavião Azul;0,90359
45717;4822;Gavião Belo;1,07971
45717;4558;Gavião Branco;0,91789
45717;4617;Gavião Branco Norte;1,0066
45717;4608;Gavião Caboclo;0,95547
45717;4629;Gavião Carijó;0,98815
