data;código do campo;campo;preco
45292;160;Lorena;1,01871
45292;4552;Maçarico;0,75813
45292;174;Macau;1,42722
45292;4702;Mãe-da-Lua;1,28937
45292;186;Malhado;1,07171
45292;185;Malombê;1,1688
45292;190;Manati;0,61331
45292;178;Mandacaru;1,17334
45292;4876;Manjuba;1,11568
45292;179;Mapele;0,82219
45292;172;Marimbá;1,2494
45292;173;Mariricu;0,96762
45292;176;Mariricu Norte;0,71747
45292;177;Mariricu Oeste;0,71747
45292;196;Marlim;0,8591
45292;187;Marlim Leste;1,17864
45292;188;Marlim Sul;1,03813
45292;195;Massapê;0,88416
45292;197;Massuí;0,92117
45292;184;Mata de São João;0,78583
45292;181;Mato Grosso;0,73517
45292;189;Merluza;0,80582
45292;4684;Mero;0,64455
45292;381;Mexilhão;0,70302
45292;180;Miranga;0,915
45292;183;Miranga Norte;0,94225
45292;175;Monte Alegre;0,544
45292;4807;Mosquito;0,59827
45292;2725;Mosquito Norte;2,20927
45292;192;Mossoró;2,20927
45292;4852;Muriqui;2,20927
45292;4718;Murucututu;0,98661
45292;198;Namorado;1,2082
45292;204;Nativo Oeste;1,01888
45292;200;Nordeste de Namorado;2,20927
45292;4740;Nordeste de Sapinhoá;1,13639
45292;4741;Noroeste de Sapinhoá;1,13639
45292;203;Noroeste do Morro Rosado;2,20927
45292;4654;Norte de Berbigão;0,91499
45292;202;Norte de Fazenda Caruaçu;0,82007
45292;4658;Norte de Sururu;0,91499
45292;4647;Oeste de Atapu;0,77156
45292;206;Oeste de Ubarana;0,71634
45292;657;Ostra;1,02687
45292;4428;PA-1BGM5ES_ES-T-496;2,20927
45292;4527;PA-1BRSA851SES_SEAL-M-426;2,20927
45292;4840;PA-1ENV25DAM_AM-T-84_AM-T-85;1,13033
45292;-;PA-1-ENV-BL85ED-AM;1,11375
45292;4696;PA-1GALP42RN_POT-T-743;0,55966
45292;4416;PA-1IMET27ES_ES-T-487;2,20927
45292;4640;PA-1PGN1MA_PN-T-48_BT-PN-4;2,20927
45292;4862;PA-1POT1RN_POT-T-702;2,20927
45292;217;Pajeú;0,64064
45292;219;Pampo;0,87927
45292;705;Papa-Terra;0,92724
45292;4689;Paramirim do Vencimento;2,20927
45292;207;Parati;0,88581
45292;1645;Pardal;1,01871
45292;215;Pargo;1,25888
45292;4556;Pariri;1,29792
45292;208;Paru;0,85086
45292;3885;Patativa;1,1792
45292;4593;Paturi;0,75813
45292;221;Pedra Sentada;1,41582
45292;212;Pedrinhas;1,20495
45292;695;Peregrino;1,20933
45292;1144;Periquito;0,61618
45292;4742;Periquito Nordeste;0,63038
45292;4720;Periquito Norte;0,68819
45292;214;Peroá;0,67481
45292;213;Pescada;1,09772
45292;216;Pilar;0,99064
45292;658;Pintassilgo;2,20927
45292;379;Piranema;1,34442
45292;222;Piraúna;1,25239
45292;4579;Pitangola;1,20933
45292;878;Pitiguari;0,67109
45292;223;Poço Verde;2,20927
45292;225;Poço Xavier;1,04607
45292;209;Pojuca;0,80386
45292;4816;Pojuca Norte;0,81649
45292;583;Polvo;1,70368
45292;220;Ponta do Mel;1,43778
45292;210;Porto Carão;2,20927
45292;226;Quererá;0,79858
45292;2785;Rabo Branco;1,18057
45292;232;Redonda;2,20927
45292;242;Remanso;0,81513
45292;234;Riacho da Forquilha;1,16403
45292;245;Riacho Ouricuri;1,82794
45292;255;Riacho São Pedro;0,59484
45292;2006;Riacho Velho;2,20927
45292;243;Riachuelo;1,03466
45292;228;Rio Barra Seca;0,65573
45292;229;Rio do Bu;1,64261
45292;4125;Rio do Carmo;2,20927
45292;246;Rio dos Ovos;1,32599
45292;2425;Rio Ipiranga;0,99885
45292;235;Rio Itariri;1,84274
45292;236;Rio Itaúnas;0,66561
45292;238;Rio Itaúnas Leste;0,63391
45292;4803;Rio Joanes;0,80526
45292;4710;Rio Mariricu;0,80973
45292;4145;Rio Mariricu Sul;2,20927
45292;241;Rio Mossoró;2,06452
45292;248;Rio Pojuca;0,60815
45292;247;Rio Preto;0,7617
45292;254;Rio São Mateus;0,63803
45292;1907;Rio São Mateus Oeste;2,20927
45292;256;Rio Subaúma;1,57466
45292;257;Rio Urucu;0,77615
45292;1303;Rolinha;1,70635
45292;244;Roncador;1,076
45292;263;Sabiá;0,62504
45292;3705;Sabiá Bico-de-Osso;0,59374
45292;3465;Sabiá da Mata;0,61723
45292;262;Salema;1,28609
45292;403;Salema Branca;2,20927
45292;267;Salina Cristal;0,55609
45292;2085;Sanhaçu;0,90551
45292;261;Santana;1,14343
45292;269;São Domingos;1,70505
45292;4695;São João;2,20927
45292;278;São Mateus;0,69113
45292;2885;São Mateus Leste;0,81796
45292;280;São Miguel dos Campos;0,90502
45292;284;São Pedro;0,80054
45292;2365;Sapinhoá;1,13639
45292;270;Sauípe;2,20927
45292;1985;Sempre Viva;2,20927
45292;4614;Sépia;0,90911
45292;4676;Sépia Leste;0,90911
45292;4846;Sépia_ECO;0,90911
45292;279;Serra do Mel;1,33929
45292;287;Serra Vermelha;2,20927
45292;271;Serraria;1,42896
45292;276;Sesmaria;0,98739
45292;3565;Sibite;1,16403
45292;277;Siri;2,20927
45292;288;Siririzinho;1,19314
45292;265;Socorro;0,94366
45292;268;Socorro Extensão;0,93356
45292;4739;Sudoeste de Sapinhoá;1,13639
45292;285;Sudoeste Urucu;0,77615
45292;4758;Suindara;2,20927
45292;4656;Sul de Berbigão;1,1022
45292;266;Sul de Coruripe;1,55527
45292;4616;Sul de Sapinhoá;2,20927
45292;4660;Sul de Sururu;0,91499
45292;4611;Sul de Tupi;1,0115
45292;4649;Sururu;1,1022
45292;286;Sussuarana;0,90908
45292;1023;Tabuiaiá;0,52794
45292;292;Tabuleiro dos Martins;0,91089
45292;691;Tambaú;0,67632
45292;682;Tambuatá;1,0918
45292;803;Tangará;1,02291
45292;4245;Tapiranga Norte;0,80386
45292;293;Taquipe;1,02252
45292;289;Tartaruga;1,44592
45292;3645;Tartaruga Verde;1,36134
45292;4747;Tartaruga Verde Sudoeste;1,36142
45292;259;Tatui;0,64529
45292;1925;Tico-Tico;2,20927
45292;3866;Tiê;1,28043
45292;1383;Tigre;1,38713
45292;4750;Tiriba;2,20927
45292;4808;Tiziu;2,20927
45292;291;Três Marias;0,64064
45292;294;Trilha;1,00105
45292;1865;Trinca Ferro;0,75813
45292;3945;Trovoada;0,94974
45292;4045;Tubarão Azul;1,30351
45292;4534;Tubarão Martelo;1,70368
45292;3325;Tucano;2,20927
45292;4746;Tucano Grande;0,73322
45292;1063;Tupi;1,06238
45292;295;Ubarana;0,71634
45292;443;Uirapuru;0,71311
45292;10000;UO SIX - São Mateus do Sul;1,17046
45292;296;Upanema;0,75813
45292;843;Uruguá;0,67632
45292;4709;Urutau;2,20927
45292;4714;Vale do Quiricó;1,1119
45292;302;Varginha;1,1792
45292;299;Vermelho;1,13585
45292;298;Viola;0,95345
45292;297;Voador;1,06994
45292;303;Xaréu;1,14233
45323;823;Abalone;0,58515
45323;783;Acajá-Burizinho;0,84206
45323;563;Acauã;0,52525
45323;5;Água Grande;0,45295
45323;4821;Águia Real;2,53473
45323;7;Aguilhada;0,84146
45323;6;Agulha;0,47737
45323;3;Albacora;0,4799
45323;4;Albacora Leste;0,47752
45323;1805;Albatroz;2,53473
45323;15;Alto do Rodrigues;0,24894
45323;523;Anambé;0,61732
45323;4824;ANC_Mero;1,88696
45323;4755;AnC_NORTE_ATAPU;0,61376
45323;4749;Anc_Tupi;0,80186
45323;1726;Andorinha;2,53473
45323;11;Anequim;0,65752
45323;9;Angelim;1,4723
45323;10;Angico;2,53473
45323;12;Apraiús;0,73293
45323;14;Arabaiana;0,8803
45323;1505;Araçari;1,68073
45323;13;Araçás;0,99521
45323;4708;Araçás Leste;2,53473
45323;4546;Arapaçu;0,61732
45323;4025;Arara Azul;0,5524
45323;662;Araracanga;0,5524
45323;1;Aratu;0,40425
45323;686;Argonauta;0,61117
45323;724;Arribaçã;1,4573
45323;16;Aruari;1,89446
45323;19;Asa Branca;0,9778
45323;21;Atalaia Sul;0,42718
45323;4652;Atapu;0,61376
45323;4845;Atapu_ECO;0,61376
45323;678;Atlanta;0,31213
45323;20;Atum;0,94607
45323;258;Azulão;0,49515
45323;28;Badejo;0,82745
45323;32;Bagre;0,65752
45323;24;Baixa do Algodão;0,41487
45323;38;Baixa do Juazeiro;0,79719
45323;464;Baleia Anã;0,32326
45323;4690;Barra Bonita;0,37593
45323;34;Barra do Ipiranga;0,47706
45323;42;Barracuda;0,99826
45323;25;Barrinha;2,53473
45323;1625;Barrinha Leste;2,53473
45323;3825;Barrinha Sudoeste;2,53473
45323;2625;Baúna;1,28061
45323;4688;Bela Vista;2,53473
45323;3245;Bem-Te-Vi;2,53473
45323;30;Benfica;0,9687
45323;2645;Berbigão;0,89689
45323;33;Bicudo;0,59209
45323;1765;Biguá;0,44707
45323;37;Bijupirá;1,05663
45323;35;Biquara;1,15141
45323;26;Biriba;0,56058
45323;29;Boa Esperança;0,9778
45323;1605;Bom Lugar;0,80515
45323;39;Bonito;0,70741
45323;44;Bonsucesso;1,15299
45323;36;Brejinho BA;1,26701
45323;41;Brejinho RN;0,73238
45323;43;Brejo Grande;0,62905
45323;23;Buracica;1,42111
45323;4598;Búzios;1,23064
45323;4827;Búzios_ECO;1,23064
45323;4700;Caburé;0,46478
45323;4706;Caburé Leste;0,5485
45323;48;Cação;0,86283
45323;51;Cachoeirinha;0,91146
45323;50;Cacimbas;0,43046
45323;56;Caioba;0,69953
45323;4802;Camaçari;2,53473
45323;1184;Camarupim;0,60448
45323;2585;Camarupim Norte;0,60448
45323;3905;Cambacica;0,73312
45323;68;Camorim;0,54132
45323;62;Campo Grande;0,72201
45323;55;Canabrava;0,4754
45323;669;Canapu;0,81646
45323;666;Canário;0,98411
45323;1043;Cancã;0,32282
45323;46;Candeias;0,6431
45323;53;Cangoá;0,43964
45323;63;Cantagalo;0,65592
45323;52;Canto do Amaro;0,9687
45323;79;Carapanaúba;0,5524
45323;78;Carapeba;1,58942
45323;2325;Carapitanga;0,56255
45323;80;Caratinga;0,97217
45323;2505;Carcará;2,53473
45323;1725;Cardeal;2,53473
45323;4664;Cardeal Amarelo;0,34839
45323;4665;Cardeal do Nordeste;0,59002
45323;74;Carmópolis;1,02644
45323;82;Cassarongongo;0,52681
45323;67;Castanhal;0,64984
45323;88;Cexis;0,66713
45323;2565;Chauá;2,53473
45323;64;Cherne;0,81347
45323;1404;Cidade de Aracaju;2,53473
45323;60;Cidade de Entre Rios;1,21901
45323;85;Cidade de São Miguel dos Campos;0,63408
45323;66;Cioba;0,47737
45323;923;Colibri;2,53473
45323;72;Conceição;0,55546
45323;3605;Concriz;2,53473
45323;61;Congro;0,77429
45323;83;Coqueiro Seco;0,33316
45323;58;Córrego Dourado;0,49385
45323;70;Corvina;0,793
45323;2005;Crejoá;2,53473
45323;86;Cupiúba;0,5524
45323;76;Curimã;0,94607
45323;90;Dentão;0,72432
45323;91;Dom João;1,40156
45323;92;Dom João Mar;0,81868
45323;3345;Dó-Ré-Mi;2,53473
45323;93;Dourado;0,49473
45323;95;Enchova;0,66357
45323;96;Enchova Oeste;0,69213
45323;97;Espada;0,94607
45323;98;Espadarte;0,9574
45323;4879;Espadim;0,94768
45323;99;Estreito;2,53473
45323;101;Fazenda Alegre;0,32388
45323;102;Fazenda Alto das Pedras;0,69138
45323;103;Fazenda Alvorada;1,18867
45323;100;Fazenda Azevedo;0,9595
45323;106;Fazenda Bálsamo;1,19773
45323;105;Fazenda Belém BA;0,92456
45323;131;Fazenda Belém CE;2,53473
45323;104;Fazenda Boa Esperança;1,13209
45323;110;Fazenda Canaan;2,53473
45323;107;Fazenda Cedro;0,72858
45323;108;Fazenda Curral;0,91146
45323;112;Fazenda Guindaste;0,77685
45323;113;Fazenda Imbé;0,90164
45323;114;Fazenda Junco;0,64747
45323;115;Fazenda Malaquias;0,41487
45323;116;Fazenda Matinha;0,55546
45323;117;Fazenda Onça;1,14974
45323;118;Fazenda Panelas;0,87408
45323;120;Fazenda Pau Brasil;0,84534
45323;119;Fazenda Pocinho;0,39673
45323;123;Fazenda Rio Branco;2,53473
45323;127;Fazenda Santa Luzia;0,53788
45323;129;Fazenda Santa Rosa;0,55546
45323;125;Fazenda Santo Estevão;2,53473
45323;126;Fazenda São Jorge;0,52359
45323;128;Fazenda São Rafael;0,75343
45323;1224;Foz do Vaza-Barris;2,53473
45323;122;Frade;0,43254
45323;130;Furado;0,61732
45323;4085;Galo de Campina;0,3947
45323;136;Garoupa;0,86836
45323;137;Garoupinha;0,83373
45323;4528;Gavião Azul;0,37176
45323;4822;Gavião Belo;0,53172
45323;4558;Gavião Branco;0,39019
45323;4617;Gavião Branco Norte;0,49042
45323;4608;Gavião Caboclo;0,42571
45323;4629;Gavião Carijó;0,46217
45323;4859;Gavião Mateiro;0,37114
45323;4627;Gavião Preto;0,44755
45323;4529;Gavião Real;0,40769
45323;4630;Gavião Tesoura;0,48936
45323;4666;Gavião Vermelho;0,37182
45323;383;Golfinho;0,45482
45323;135;Gomo;0,68714
45323;4531;Graúna;0,50754
45323;133;Guajá;2,53473
45323;134;Guamaré;2,53473
45323;1283;Guanambi;1,06605
45323;3445;Guará;2,53473
45323;132;Guaricema;0,6186
45323;138;Guriri;0,58044
45323;2405;Harpia;2,53473
45323;142;Icapuí;2,53473
45323;141;Ilha de Bimbarra;0,61342
45323;144;Ilha Pequena;2,12661
45323;875;Inhambu;0,33986
45323;4691;Iraí;0,25102
45323;4841;Irara;2,53473
45323;4713;Iraúna;0,97264
45323;1103;Irerê;2,53473
45323;4711;Itaparica;0,47664
45323;4615;Itapu;1,02613
45323;4828;Itapu_ECO;1,02613
45323;1123;Jaçanã;0,83156
45323;147;Jacuípe;0,51136
45323;1727;Jacupemba;2,53473
45323;743;Jacutinga;2,53473
45323;150;Janduí;0,39847
45323;148;Jequiá;1,36784
45323;2285;Jiribatuba;0,72933
45323;702;João de Barro;1,28908
45323;153;Juazeiro;0,49185
45323;152;Jubarte;0,81229
45323;983;Juriti;2,53473
45323;154;Lagoa Aroeira;2,53473
45323;162;Lagoa do Paulo;1,51733
45323;483;Lagoa do Paulo Norte;0,85873
45323;673;Lagoa do Paulo Sul;0,87491
45323;164;Lagoa Pacas;0,33087
45323;161;Lagoa Parda;0,83766
45323;165;Lagoa Parda Norte;0,44316
45323;4804;Lagoa Parda Sul;0,71687
45323;163;Lagoa Piabanha;0,57119
45323;168;Lagoa Suruaca;0,76608
45323;322;Lagosta;0,57827
45323;159;Lamarão;0,67104
45323;1746;Lapa;0,60051
45323;157;Leodório;1,05485
45323;167;Leste de Poço Xavier;0,9778
45323;169;Leste do Urucu;0,51395
45323;158;Linguado;0,65129
45323;171;Livramento;0,91146
45323;160;Lorena;0,79719
45323;4552;Maçarico;0,52525
45323;174;Macau;1,28086
45323;4702;Mãe-da-Lua;1,11443
45323;186;Malhado;0,84726
45323;185;Malombê;0,98565
45323;190;Manati;0,37376
45323;178;Mandacaru;0,96506
45323;4876;Manjuba;0,90728
45323;179;Mapele;0,5776
45323;172;Marimbá;1,04558
45323;173;Mariricu;0,74887
45323;176;Mariricu Norte;0,47695
45323;177;Mariricu Oeste;0,47695
45323;196;Marlim;0,62735
45323;187;Marlim Leste;0,97632
45323;188;Marlim Sul;0,82665
45323;195;Massapê;0,65058
45323;197;Massuí;0,69798
45323;184;Mata de São João;0,53241
45323;181;Mato Grosso;0,50785
45323;189;Merluza;0,56767
45323;4684;Mero;1,88696
45323;381;Mexilhão;0,45535
45323;180;Miranga;0,68262
45323;183;Miranga Norte;0,71896
45323;175;Monte Alegre;0,29872
45323;4807;Mosquito;0,34318
45323;2725;Mosquito Norte;2,53473
45323;192;Mossoró;2,53473
45323;4852;Muriqui;2,53473
45323;4718;Murucututu;0,75549
45323;198;Namorado;1,00942
45323;204;Nativo Oeste;0,82539
45323;200;Nordeste de Namorado;2,53473
45323;4740;Nordeste de Sapinhoá;0,93661
45323;4741;Noroeste de Sapinhoá;0,93661
45323;203;Noroeste do Morro Rosado;2,53473
45323;4654;Norte de Berbigão;0,69447
45323;202;Norte de Fazenda Caruaçu;0,58725
45323;4658;Norte de Sururu;0,69447
45323;4647;Oeste de Atapu;0,61376
45323;206;Oeste de Ubarana;0,47737
45323;657;Ostra;0,79042
45323;4428;PA-1BGM5ES_ES-T-496;2,53473
45323;4527;PA-1BRSA851SES_SEAL-M-426;2,53473
45323;4840;PA-1ENV25DAM_AM-T-84_AM-T-85;0,90519
45323;-;PA-1-ENV-BL85ED-AM;0,91204
45323;4696;PA-1GALP42RN_POT-T-743;0,3101
45323;4416;PA-1IMET27ES_ES-T-487;2,53473
45323;4640;PA-1PGN1MA_PN-T-48_BT-PN-4;2,53473
45323;4862;PA-1POT1RN_POT-T-702;2,53473
45323;217;Pajeú;0,41487
45323;219;Pampo;0,65129
45323;705;Papa-Terra;0,70297
45323;4689;Paramirim do Vencimento;2,53473
45323;207;Parati;0,65752
45323;1645;Pardal;0,79719
45323;215;Pargo;1,0656
45323;4556;Pariri;1,12794
45323;208;Paru;0,61732
45323;3885;Patativa;0,9778
45323;4593;Paturi;0,52525
45323;221;Pedra Sentada;1,23883
45323;212;Pedrinhas;0,98933
45323;695;Peregrino;1,10975
45323;1144;Periquito;0,3721
45323;4742;Periquito Nordeste;0,37774
45323;4720;Periquito Norte;0,45709
45323;214;Peroá;0,43607
45323;213;Pescada;0,8803
45323;216;Pilar;0,77266
45323;658;Pintassilgo;2,53473
45323;379;Piranema;1,15999
45323;222;Piraúna;1,05192
45323;4579;Pitangola;1,10975
45323;878;Pitiguari;0,43691
45323;223;Poço Verde;2,53473
45323;225;Poço Xavier;0,83181
45323;209;Pojuca;0,57309
45323;4816;Pojuca Norte;0,58635
45323;583;Polvo;1,56385
45323;220;Ponta do Mel;1,25865
45323;210;Porto Carão;2,53473
45323;226;Quererá;0,55546
45323;2785;Rabo Branco;0,99154
45323;232;Redonda;2,53473
45323;242;Remanso;0,5853
45323;234;Riacho da Forquilha;0,95253
45323;245;Riacho Ouricuri;1,70641
45323;255;Riacho São Pedro;0,7451
45323;2006;Riacho Velho;2,53473
45323;243;Riachuelo;0,86259
45323;228;Rio Barra Seca;0,41146
45323;229;Rio do Bu;1,49791
45323;4125;Rio do Carmo;2,53473
45323;246;Rio dos Ovos;1,14894
45323;2425;Rio Ipiranga;0,77991
45323;235;Rio Itariri;1,72524
45323;236;Rio Itaúnas;0,42764
45323;238;Rio Itaúnas Leste;0,39053
45323;4803;Rio Joanes;0,5681
45323;4710;Rio Mariricu;0,57463
45323;4145;Rio Mariricu Sul;2,53473
45323;241;Rio Mossoró;1,98073
45323;248;Rio Pojuca;0,45964
45323;247;Rio Preto;0,52939
45323;254;Rio São Mateus;0,39449
45323;1907;Rio São Mateus Oeste;2,53473
45323;256;Rio Subaúma;1,42197
45323;257;Rio Urucu;0,5524
45323;1303;Rolinha;1,55922
45323;244;Roncador;0,86301
45323;263;Sabiá;0,37904
45323;3705;Sabiá Bico-de-Osso;0,345
45323;3465;Sabiá da Mata;0,36921
45323;262;Salema;1,08835
45323;403;Salema Branca;2,53473
45323;267;Salina Cristal;0,31216
45323;2085;Sanhaçu;0,67521
45323;261;Santana;0,93359
45323;269;São Domingos;1,58664
45323;4695;São João;2,53473
45323;278;São Mateus;0,44707
45323;2885;São Mateus Leste;0,5869
45323;280;São Miguel dos Campos;0,67536
45323;284;São Pedro;0,76552
45323;2365;Sapinhoá;0,93661
45323;270;Sauípe;2,53473
45323;1985;Sempre Viva;2,53473
45323;4614;Sépia;0,72616
45323;4676;Sépia Leste;0,72616
45323;4846;Sépia_ECO;0,72616
45323;279;Serra do Mel;1,1476
45323;287;Serra Vermelha;2,53473
45323;271;Serraria;1,27051
45323;276;Sesmaria;0,80355
45323;3565;Sibite;0,95253
45323;277;Siri;2,53473
45323;288;Siririzinho;1,03542
