data;código do campo;campo;corrente;preço;;
45658;3825;Barrinha Sudoeste;Polo Potiguar;2644,1664;;
45658;2625;Baúna;Baúna;2957,6365;;
45658;4688;Bela Vista;-1;3269,7167;;
45658;3245;Bem-Te-Vi;-1;2822,1777;;
45658;30;Benfica;Polo Potiguar;2644,1664;;
45658;2645;Berbigão;Berbigão-Sururu;2863,9916;;
45658;33;Bicudo;-1;2857,7542;;
45658;37;Bijupirá;-1;2857,7542;;
45658;35;Biquara;-1;3212,8754;;
45658;26;Biriba;-1;3269,7167;;
45658;29;Boa Esperança;Upanema;2924,5898;;
45658;1605;Bom Lugar;-1;3269,7167;;
45658;39;Bonito;Polo Enchova;2844,2378;;
45658;44;Bonsucesso;Rio Ventura;2846,0291;;
45658;41;Brejinho RN;Upanema;2924,5898;;
45658;43;Brejo Grande;Sergipano Terra;2746,6694;;
45658;23;Buracica;Baiano Mistura;2874,3646;;
45658;4598;Búzios;Búzios;2841,5451;;
45658;4827;Búzios_ECO;Búzios;2841,5451;;
45658;4700;Caburé;Caburé;3247,1869;;
45658;4706;Caburé Leste;-1;3269,7167;;
45658;51;Cachoeirinha;Upanema;2924,5898;;
45658;50;Cacimbas;Cricaré;2674,1909;;
45658;56;Caioba;-1;3428,1673;;
45658;4802;Camaçari;-1;2891,1644;;
45658;1184;Camarupim;-1;3144,7028;;
45658;2585;Camarupim Norte;-1;3144,7028;;
45658;3905;Cambacica;-1;3269,7167;;
45658;68;Camorim;-1;2943,6468;;
45658;62;Campo Grande;Cricaré;2674,1909;;
45658;55;Canabrava;Estação NCS;2804,0069;;
45658;669;Canapu;-1;3144,7028;;
45658;666;Canário;Canário;2754,1415;;
45658;1043;Cancã;FAL;2550,423;;
45658;46;Candeias;Polo Recôncavo;2784,06;;
45658;53;Cangoá;Peroá;3144,7028;;
45658;63;Cantagalo;Baiano Mistura;2874,3646;;
45658;52;Canto do Amaro;Polo Potiguar;2644,1664;;
45658;78;Carapeba;Pargo Cluster;2707,1391;;
45658;2325;Carapitanga;-1;2896,7656;;
45658;80;Caratinga;Barracuda-Caratinga;2857,7542;;
45658;2505;Carcará;-1;3212,8754;;
45658;1725;Cardeal;Cardeal;2769,2939;;
45658;4664;Cardeal Amarelo;-1;3269,7167;;
45658;4665;Cardeal do Nordeste;-1;3269,7167;;
45658;74;Carmópolis;Sergipano Terra;2746,6694;;
45658;82;Cassarongongo;Estação NCS;2804,0069;;
45658;67;Castanhal;Sergipano Terra;2746,6694;;
45658;1164;Caxareu;Parque das Baleias;2764,4993;;
45658;88;Cexis;Polo Recôncavo;2784,06;;
45658;2565;Chauá;-1;3212,8754;;
45658;64;Cherne;Cabiúnas Mistura;2812,759;;
45658;1404;Cidade de Aracaju;-1;2787,76;;
45658;66;Cioba;-1;3212,8754;;
45658;923;Colibri;Colibri;2846,779;;
45658;72;Conceição;-1;3428,1673;;
45658;3605;Concriz;-1;2797,8831;;
45658;61;Congro;Cabiúnas Mistura;2812,759;;
45658;83;Coqueiro Seco;Tabuleiro;2805,643;;
45658;58;Córrego Dourado;Cricaré;2674,1909;;
45658;70;Corvina;Cabiúnas Mistura;2812,759;;
45658;2005;Crejoá;-1;2660,8033;;
45658;76;Curimã;-1;3428,1673;;
45658;90;Dentão;Pescada;3212,8754;;
45658;91;Dom João;Polo Recôncavo;2784,06;;
45658;3345;Dó-Ré-Mi;-1;2686,9044;;
45658;93;Dourado;-1;3428,1673;;
45658;95;Enchova;Polo Enchova;2844,2378;;
45658;96;Enchova Oeste;Polo Enchova;2844,2378;;
45658;97;Espada;-1;3428,1673;;
45658;98;Espadarte;Tartaruga Verde;2823,541;;
45658;4879;Espadim;Marlim;2792,0471;;
45658;99;Estreito;Polo Potiguar;2644,1664;;
45658;101;Fazenda Alegre;FAL;2550,423;;
45658;102;Fazenda Alto das Pedras;-1;3269,7167;;
45658;103;Fazenda Alvorada;Baiano Mistura;2874,3646;;
45658;100;Fazenda Azevedo;Baiano Mistura;2874,3646;;
45658;106;Fazenda Bálsamo;Baiano Mistura;2874,3646;;
45658;105;Fazenda Belém BA;Estação São Roque;2863,8856;;
45658;131;Fazenda Belém CE;Fazenda Belém;2486,6436;;
45658;104;Fazenda Boa Esperança;Baiano Mistura;2874,3646;;
45658;110;Fazenda Canaan;Polo Potiguar;2644,1664;;
45658;107;Fazenda Cedro;Cricaré;2674,1909;;
45658;108;Fazenda Curral;Upanema;2924,5898;;
45658;112;Fazenda Guindaste;Tabuleiro;2805,643;;
45658;113;Fazenda Imbé;Baiano Mistura;2874,3646;;
45658;115;Fazenda Malaquias;Upanema;2924,5898;;
45658;116;Fazenda Matinha;-1;3428,1673;;
45658;117;Fazenda Onça;Miranga ECOL-B;2920,2497;;
45658;118;Fazenda Panelas;Baiano Mistura;2874,3646;;
45658;120;Fazenda Pau Brasil;-1;2967,6838;;
45658;119;Fazenda Pocinho;Polo Potiguar;2644,1664;;
45658;123;Fazenda Rio Branco;Fazenda Santo Estevão;2768,0858;;
45658;127;Fazenda Santa Luzia;Santa Luzia;2780,8712;;
45658;129;Fazenda Santa Rosa;-1;3428,1673;;
45658;125;Fazenda Santo Estevão;Fazenda Santo Estevão;2768,0858;;
45658;126;Fazenda São Jorge;Cricaré;2674,1909;;
45658;128;Fazenda São Rafael;São Rafael;2878,538;;
45658;1224;Foz do Vaza-Barris;-1;2943,6468;;
45658;122;Frade;Frade;2684,617;;
45658;130;Furado;Alagoano;2967,6838;;
45658;4085;Galo de Campina;-1;2771,5965;;
45658;136;Garoupa;Cabiúnas Mistura;2812,759;;
45658;137;Garoupinha;Cabiúnas Mistura;2812,759;;
45658;4528;Gavião Azul;-1;3428,1673;;
45658;4822;Gavião Belo;-1;3428,1673;;
45658;4558;Gavião Branco;Gavião Branco;3428,1673;;
45658;4617;Gavião Branco Norte;-1;3428,1673;;
45658;4608;Gavião Caboclo;Gavião Caboclo;3327,3458;;
45658;4629;Gavião Carijó;-1;3428,1673;;
45658;4859;Gavião Mateiro;-1;3428,1673;;
45658;4627;Gavião Preto;Gavião Preto;3322,1195;;
45658;4529;Gavião Real;Gavião Real;3414,9729;;
45658;4630;Gavião Tesoura;Gavião Tesoura;3257,8932;;
45658;4666;Gavião Vermelho;Gavião Vermelho;3379,1275;;
45658;383;Golfinho;Golfinho;2855,6447;;
45658;135;Gomo;Estação NCS;2804,0069;;
45658;4531;Graúna;-1;3212,8754;;
45658;133;Guajá;-1;3212,8754;;
45658;134;Guamaré;Polo Potiguar;2644,1664;;
45658;1283;Guanambi;Polo Recôncavo;2784,06;;
45658;3445;Guará;-1;2744,8592;;
45658;132;Guaricema;-1;2943,6468;;
45658;2405;Harpia;-1;2660,8033;;
45658;142;Icapuí;Fazenda Belém;2486,6436;;
45658;141;Ilha de Bimbarra;Polo Recôncavo;2784,06;;
45658;144;Ilha Pequena;Sergipano Terra;2746,6694;;
45658;875;Inhambu;FAL;2550,423;;
45658;4691;Iraí;-1;2805,5104;;
45658;4841;Irara;-1;2686,0031;;
45658;4713;Iraúna;-1;2879,9544;;
45658;1103;Irerê;Irerê;2741,5075;;
45658;4711;Itaparica;Itaparica;2776,5501;;
45658;4615;Itapu;Itapu;2883,4386;;
45658;4828;Itapu_ECO;Itapu;2883,4386;;
45658;1123;Jaçanã;Upanema;2924,5898;;
45658;147;Jacuípe;-1;3269,7167;;
45658;1727;Jacupemba;-1;3144,7028;;
45658;743;Jacutinga;Cricaré;2674,1909;;
45658;150;Janduí;Upanema;2924,5898;;
45658;148;Jequiá;Tabuleiro;2805,643;;
45658;2285;Jiribatuba;-1;2881,2345;;
45658;702;João de Barro;-1;2822,1777;;
45658;153;Juazeiro;Upanema;2924,5898;;
45658;152;Jubarte;Parque das Baleias;2764,4993;;
45658;983;Juriti;Ouro Preto;2858,7275;;
45658;154;Lagoa Aroeira;Conceição B;2632,7065;;
45658;162;Lagoa do Paulo;Ouro Preto;2858,7275;;
45658;483;Lagoa do Paulo Norte;Ouro Preto;2858,7275;;
45658;673;Lagoa do Paulo Sul;Ouro Preto;2858,7275;;
45658;161;Lagoa Parda;-1;3144,7028;;
45658;165;Lagoa Parda Norte;-1;3144,7028;;
45658;4804;Lagoa Parda Sul;-1;3144,7028;;
45658;168;Lagoa Suruaca;Cricaré;2674,1909;;
45658;322;Lagosta;Condensado de Merluza;3276,0413;;
45658;159;Lamarão;Baiano Mistura;2874,3646;;
45658;1746;Lapa;Lapa;2698,6143;;
45658;157;Leodório;Baiano Mistura;2874,3646;;
45658;167;Leste de Poço Xavier;Upanema;2924,5898;;
45658;169;Leste do Urucu;Urucu;3076,038;;
45658;158;Linguado;Polo Pampo;2674,4068;;
45658;171;Livramento;Upanema;2924,5898;;
45658;160;Lorena;Upanema;2924,5898;;
45658;4552;Maçarico;Upanema;2924,5898;;
45658;174;Macau;Macau;2764,363;;
45658;4702;Mãe-da-Lua;-1;3269,7167;;
45658;186;Malhado;Cabiúnas Mistura;2812,759;;
45658;185;Malombê;Baiano Mistura;2874,3646;;
45658;190;Manati;Baiano Mistura;2874,3646;;
45658;178;Mandacaru;Baiano Mistura;2874,3646;;
45658;4876;Manjuba;Albacora;2669,0139;;
45658;172;Marimbá;Polo Enchova;2844,2378;;
45658;177;Mariricu Oeste;-1;3144,7028;;
45658;196;Marlim;Marlim;2792,0471;;
45658;187;Marlim Leste;Marlim Leste;2787,4949;;
45658;188;Marlim Sul;Marlim Sul;2765,9271;;
45658;195;Massapê;Baiano Mistura;2874,3646;;
45658;197;Massuí;Polo Recôncavo;2784,06;;
45658;184;Mata de São João;Estação São Roque;2863,8856;;
45658;181;Mato Grosso;Sergipano Terra;2746,6694;;
45658;189;Merluza;Condensado de Merluza;3276,0413;;
45658;4684;Mero;Mero;2854,8343;;
45658;381;Mexilhão;Condensado de Mexilhão;3287,914;;
45658;180;Miranga;Miranga ECOL-B;2920,2497;;
45658;183;Miranga Norte;Miranga ECOL-B;2920,2497;;
45658;175;Monte Alegre;Polo Potiguar;2644,1664;;
45658;4807;Mosquito;-1;3144,7028;;
45658;192;Mossoró;Polo Potiguar;2644,1664;;
45658;4852;Muriqui;-1;2652,5322;;
45658;4718;Murucututu;Murucututu;3269,7167;;
45658;198;Namorado;Cabiúnas Mistura;2812,759;;
45658;204;Nativo Oeste;-1;3144,7028;;
45658;200;Nordeste de Namorado;Cabiúnas Mistura;2812,759;;
45658;4740;Nordeste de Sapinhoá;Sapinhoá;2865,0634;;
45658;4741;Noroeste de Sapinhoá;Sapinhoá;2865,0634;;
45658;4654;Norte de Berbigão;Berbigão-Sururu;2863,9916;;
45658;202;Norte de Fazenda Caruaçu;Estação NCS;2804,0069;;
45658;4658;Norte de Sururu;Berbigão-Sururu;2863,9916;;
45658;4647;Oeste de Atapu;Atapu;2803,863;;
45658;206;Oeste de Ubarana;-1;3212,8754;;
45658;657;Ostra;Ostra;2625,1928;;
45658;217;Pajeú;Upanema;2924,5898;;
45658;219;Pampo;Polo Pampo;2674,4068;;
45658;705;Papa-Terra;Papa-Terra;2416,1685;;
45658;4689;Paramirim do Vencimento;-1;2841,3179;;
45658;207;Parati;Cabiúnas Mistura;2812,759;;
45658;1645;Pardal;Upanema;2924,5898;;
45658;215;Pargo;Pargo Cluster;2707,1391;;
45658;4556;Pariri;-1;3269,7167;;
45658;208;Paru;Alagoano;2967,6838;;
45658;3885;Patativa;Upanema;2924,5898;;
45658;4593;Paturi;Upanema;2924,5898;;
45658;221;Pedra Sentada;Polo Potiguar;2644,1664;;
45658;212;Pedrinhas;Rio Ventura;2846,0291;;
45658;695;Peregrino;Peregrino;2439,1073;;
45658;1144;Periquito;-1;2801,2953;;
45658;4742;Periquito Nordeste;-1;2803,5827;;
45658;4720;Periquito Norte;-1;3062,7413;;
45658;214;Peroá;Peroá;3144,7028;;
45658;213;Pescada;Pescada;3212,8754;;
45658;4805;Piaçabuçu;-1;2787,76;;
45658;216;Pilar;Alagoano;2967,6838;;
45658;658;Pintassilgo;Polo Potiguar;2644,1664;;
45658;379;Piranema;-1;3428,1673;;
45658;222;Piraúna;-1;2857,7542;;
45658;4579;Pitangola;Peregrino;2439,1073;;
45658;878;Pitiguari;-1;3212,8754;;
45658;223;Poço Verde;Polo Potiguar;2644,1664;;
45658;4816;Pojuca Norte;-1;3062,7413;;
45658;583;Polvo;Bravo;2600,7694;;
45658;220;Ponta do Mel;Ponta do Mel;2655,6301;;
45658;210;Porto Carão;Conceição B;2632,7065;;
45658;226;Quererá;-1;3428,1673;;
45658;2785;Rabo Branco;-1;2834,0769;;
45658;232;Redonda;Redonda;2590,6236;;
45658;242;Remanso;Estação São Roque;2863,8856;;
45658;234;Riacho da Forquilha;Upanema;2924,5898;;
45658;245;Riacho Ouricuri;Baiano Mistura;2874,3646;;
45658;255;Riacho São Pedro;-1;3269,7167;;
45658;2006;Riacho Velho;-1;3212,8754;;
45658;243;Riachuelo;Sergipano Terra;2746,6694;;
45658;228;Rio Barra Seca;-1;3144,7028;;
45658;229;Rio do Bu;Baiano Mistura;2874,3646;;
45658;4125;Rio do Carmo;-1;2950,759;;
45658;246;Rio dos Ovos;Estação São Roque;2863,8856;;
45658;2425;Rio Ipiranga;-1;3144,7028;;
45658;235;Rio Itariri;Baiano Mistura;2874,3646;;
45658;236;Rio Itaúnas;Cricaré;2674,1909;;
45658;238;Rio Itaúnas Leste;-1;3144,7028;;
45658;4803;Rio Joanes;-1;3062,7413;;
45658;4710;Rio Mariricu;-1;2776,7167;;
45658;241;Rio Mossoró;Upanema;2924,5898;;
45658;1907;Rio São Mateus Oeste;-1;3144,7028;;
45658;256;Rio Subaúma;Estação São Roque;2863,8856;;
45658;257;Rio Urucu;Urucu;3076,038;;
45658;1303;Rolinha;-1;2771,2746;;
45658;244;Roncador;Roncador;2791,3881;;
45658;263;Sabiá;Upanema;2924,5898;;
45658;3705;Sabiá Bico-de-Osso;Sabiá Bico de Osso;2753,6832;;
45658;3465;Sabiá da Mata;Sabiá da Mata;2767,6237;;
45658;4862;Sabiá-Laranjeira;-1;3212,8754;;
45658;4806;Saíra;-1;3144,7028;;
45658;262;Salema;-1;3428,1673;;
45658;267;Salina Cristal;Conceição B;2632,7065;;
45658;2085;Sanhaçu;Sanhaçu;3110,9669;;
45658;261;Santana;-1;2916,6141;;
45658;269;São Domingos;Polo Recôncavo;2784,06;;
45658;4695;São João;-1;2960,5564;;
45658;2885;São Mateus Leste;Cricaré;2674,1909;;
45658;284;São Pedro;Estação São Roque;2863,8856;;
45658;2365;Sapinhoá;Sapinhoá;2865,0634;;
45658;270;Sauípe;Fazenda Santo Estevão;2768,0858;;
45658;1985;Sempre Viva;-1;3428,1673;;
45658;4614;Sépia;Sépia;2824,3022;;
45658;4676;Sépia Leste;Sépia;2824,3022;;
45658;4846;Sépia_ECO;Sépia;2824,3022;;
45658;279;Serra do Mel;Polo Potiguar;2644,1664;;
45658;287;Serra Vermelha;Polo Potiguar;2644,1664;;
45658;271;Serraria;Polo Potiguar;2644,1664;;
45658;276;Sesmaria;Estação São Roque;2863,8856;;
45658;3565;Sibite;Upanema;2924,5898;;
45658;277;Siri;-1;3212,8754;;
45658;288;Siririzinho;Sergipano Terra;2746,6694;;
45658;265;Socorro;Polo Recôncavo;2784,06;;
45658;268;Socorro Extensão;Polo Recôncavo;2784,06;;
45658;4739;Sudoeste de Sapinhoá;Sapinhoá;2865,0634;;
45658;285;Sudoeste Urucu;Urucu;3076,038;;
45658;4758;Suindara;-1;2660,8033;;
45658;4656;Sul de Berbigão;Berbigão-Sururu;2863,9916;;
45658;266;Sul de Coruripe;Tabuleiro;2805,643;;
45658;4660;Sul de Sururu;Berbigão-Sururu;2863,9916;;
45658;4611;Sul de Tupi;Sul de Tupi;2868,2408;;
45658;4649;Sururu;Berbigão-Sururu;2863,9916;;
45658;286;Sussuarana;-1;3269,7167;;
45658;1023;Tabuiaiá;Cricaré;2674,1909;;
45658;292;Tabuleiro dos Martins;Tabuleiro;2805,643;;
45658;691;Tambaú;Tambaú-Uruguá;2927,4794;;
45658;682;Tambuatá;Búzios;2841,5451;;
45658;803;Tangará;Baiano Mistura;2874,3646;;
45658;4245;Tapiranga Norte;Rio Ventura;2846,0291;;
45658;293;Taquipe;Baiano Mistura;2874,3646;;
45658;289;Tartaruga;Tartaruga;2943,6468;;
45658;3645;Tartaruga Verde;Tartaruga Verde;2823,541;;
45658;4747;Tartaruga Verde Sudoeste;Tartaruga Verde;2823,541;;
45658;1925;Tico-Tico;-1;2887,6689;;
45658;3866;Tiê;Tiê;2870,6418;;
45658;1383;Tigre;-1;2858,5116;;
45658;4750;Tiriba;-1;2871,0508;;
45658;4808;Tiziu;-1;3212,8754;;
45658;291;Três Marias;Upanema;2924,5898;;
45658;294;Trilha;-1;2857,7542;;
45658;1865;Trinca Ferro;Upanema;2924,5898;;
45658;3945;Trovoada;Trovoada;2792,1834;;
45658;4045;Tubarão Azul;-1;2857,7542;;
45658;4534;Tubarão Martelo;Bravo;2600,7694;;
45658;3325;Tucano;-1;2682,4204;;
45658;4746;Tucano Grande;-1;3428,1673;;
45658;1063;Tupi;Tupi;2874,963;;
45658;295;Ubarana;-1;3212,8754;;
45658;443;Uirapuru;-1;3269,7167;;
45658;296;Upanema;Upanema;2924,5898;;
45658;843;Uruguá;Tambaú-Uruguá;2927,4794;;
45658;4709;Urutau;-1;2673,6153;;
45658;4714;Vale do Quiricó;-1;2896,7656;;
45658;302;Varginha;Upanema;2924,5898;;
45658;299;Vermelho;Pargo Cluster;2707,1391;;
45658;298;Viola;Cabiúnas Mistura;2812,759;;
45658;297;Voador;Marlim;2792,0471;;
45658;303;Xaréu;-1;3428,1673;;
45658;4696;PA-1GALP42RN_POT-T-743;-1;3062,7413;;
45658;4719;PA-1-GOP-1A-BA_REC-T-107;-1;3269,7167;;
45658;4416;PA-1IMET27ES_ES-T-487;-1;3144,7028;;
45658;4640;PA-1PGN1MA_PN-T-48_BT-PN-4;-1;3428,1673;;
45658;SIX;UO SIX - SÃO MATEUS DO SUL;-2;2184,8758;;
45689;823;Abalone;Ostra;2370,5321;;
45689;783;Acajá-Burizinho;Ouro Preto;2599,6454;;
45689;563;Acauã;Upanema;2656,1685;;
45689;5;Água Grande;Rio Ventura;2588,4662;;
45689;4821;Águia Real;-1;2820,5818;;
45689;7;Aguilhada;Sergipano Terra;2513,1636;;
45689;6;Agulha;-1;2907,9991;;
45689;3;Albacora;Albacora;2423,2661;;
45689;4;Albacora Leste;Albacora Leste;2422,4901;;
45689;15;Alto do Rodrigues;Polo Potiguar;2453,0687;;
45689;523;Anambé;Alagoano;2722,0397;;
45689;4824;ANC_Mero;Mero;2595,2941;;
45689;4755;AnC_Norte_Atapu;Atapu;2550,6245;;
45689;4749;ANC_Tupi;Sul de Tupi;2607,6989;;
45689;1726;Andorinha;-1;2586,8272;;
45689;11;Anequim;-1;2599,4495;;
45689;9;Angelim;Sergipano Terra;2513,1636;;
45689;10;Angico;Polo Potiguar;2453,0687;;
45689;12;Apraiús;Concessão Miranga;2607,4305;;
45689;14;Arabaiana;Pescada;2907,9991;;
45689;1505;Araçari;Araçari;2652,3213;;
45689;13;Araçás;Baiano Mistura;2614,3962;;
45689;4708;Araçás Leste;-1;2686,6747;;
45689;4546;Arapaçu;-1;3129,338;;
45689;4025;Arara Azul;Urucu;2789,3831;;
45689;662;Araracanga;Urucu;2789,3831;;
45689;1;Aratu;Polo Recôncavo;2532,2403;;
45689;686;Argonauta;Ostra;2370,5321;;
45689;724;Arribaçã;-1;2642,6252;;
45689;16;Aruari;Sergipano Terra;2513,1636;;
45689;19;Asa Branca;Upanema;2656,1685;;
45689;21;Atalaia Sul;Sergipano Terra;2513,1636;;
45689;4652;Atapu;Atapu;2550,6245;;
45689;4845;Atapu_ECO;Atapu;2550,6245;;
45689;678;Atlanta;Atlanta;2025,1236;;
45689;20;Atum;-1;3129,338;;
45689;258;Azulão;Azulão;2935,1837;;
45689;4886;Azulão Oeste;-1;2935,1837;;
45689;28;Badejo;-1;2599,4495;;
45689;32;Bagre;-1;2599,4495;;
45689;24;Baixa do Algodão;Upanema;2656,1685;;
45689;464;Baleia Anã;Parque das Baleias;2496,6904;;
45689;4690;Barra Bonita;-1;2775,1036;;
45689;34;Barra do Ipiranga;-1;2820,5818;;
45689;42;Barracuda;Barracuda-Caratinga;2599,4495;;
45689;25;Barrinha;Polo Potiguar;2453,0687;;
45689;1625;Barrinha Leste;Polo Potiguar;2453,0687;;
45689;3825;Barrinha Sudoeste;Polo Potiguar;2453,0687;;
45689;2625;Baúna;Baúna;2686,8995;;
45689;4688;Bela Vista;-1;2957,339;;
45689;3245;Bem-Te-Vi;-1;2565,709;;
45689;30;Benfica;Polo Potiguar;2453,0687;;
45689;2645;Berbigão;Berbigão;2605,1534;;
45689;33;Bicudo;-1;2599,4495;;
45689;37;Bijupirá;-1;2599,4495;;
45689;35;Biquara;-1;2907,9991;;
45689;26;Biriba;-1;2957,339;;
45689;29;Boa Esperança;Upanema;2656,1685;;
45689;1605;Bom Lugar;-1;2957,339;;
45689;39;Bonito;Polo Enchova;2590,1958;;
45689;44;Bonsucesso;Rio Ventura;2588,4662;;
45689;41;Brejinho RN;Upanema;2656,1685;;
45689;43;Brejo Grande;Sergipano Terra;2513,1636;;
45689;23;Buracica;Baiano Mistura;2614,3962;;
45689;4598;Búzios;Búzios;2584,2382;;
45689;4827;Búzios_ECO;Búzios;2584,2382;;
45689;4700;Caburé;Caburé;2934,1575;;
45689;4706;Caburé Leste;-1;2957,339;;
45689;51;Cachoeirinha;Upanema;2656,1685;;
45689;50;Cacimbas;Cricaré;2446,4004;;
45689;56;Caioba;-1;3129,338;;
45689;4802;Camaçari;-1;2626,2281;;
45689;1184;Camarupim;-1;2820,5818;;
45689;2585;Camarupim Norte;-1;2820,5818;;
45689;3905;Cambacica;-1;2957,339;;
45689;68;Camorim;-1;2675,7094;;
45689;62;Campo Grande;Cricaré;2446,4004;;
45689;55;Canabrava;Estação NCS;2536,2762;;
45689;669;Canapu;-1;2820,5818;;
45689;666;Canário;Canário;2507,351;;
45689;1043;Cancã;FAL;2346,1976;;
45689;46;Candeias;Polo Recôncavo;2532,2403;;
45689;53;Cangoá;Peroá;2820,5818;;
45689;63;Cantagalo;Baiano Mistura;2614,3962;;
45689;52;Canto do Amaro;Polo Potiguar;2453,0687;;
45689;78;Carapeba;Pargo Cluster;2477,3453;;
45689;2325;Carapitanga;-1;2631,1196;;
45689;80;Caratinga;Barracuda-Caratinga;2599,4495;;
45689;2505;Carcará;-1;2907,9991;;
45689;1725;Cardeal;-1;2517,4424;;
45689;4664;Cardeal Amarelo;-1;2957,339;;
45689;4665;Cardeal do Nordeste;-1;2957,339;;
45689;74;Carmópolis;Sergipano Terra;2513,1636;;
45689;82;Cassarongongo;Estação NCS;2536,2762;;
45689;67;Castanhal;Sergipano Terra;2513,1636;;
45689;1164;Caxareu;Parque das Baleias;2496,6904;;
45689;88;Cexis;Polo Recôncavo;2532,2403;;
45689;2565;Chauá;-1;2907,9991;;
45689;64;Cherne;-1;2599,4495;;
45689;1404;Cidade de Aracaju;-1;2535,3189;;
45689;66;Cioba;-1;2907,9991;;
45689;923;Colibri;-1;2553,4674;;
45689;72;Conceição;-1;3129,338;;
45689;3605;Concriz;-1;2544,2716;;
45689;61;Congro;-1;2599,4495;;
45689;83;Coqueiro Seco;Tabuleiro;2551,4694;;
45689;58;Córrego Dourado;Cricaré;2446,4004;;
45689;70;Corvina;-1;3129,338;;
45689;2005;Crejoá;-1;2421,4748;;
45689;76;Curimã;-1;3129,338;;
45689;90;Dentão;Pescada;2907,9991;;
45689;91;Dom João;Polo Recôncavo;2532,2403;;
45689;3345;Dó-Ré-Mi;-1;2445,1712;;
45689;93;Dourado;-1;3129,338;;
45689;95;Enchova;Polo Enchova;2590,1958;;
45689;96;Enchova Oeste;Polo Enchova;2590,1958;;
45689;97;Espada;-1;3129,338;;
45689;98;Espadarte;Tartaruga Verde;2565,9882;;
45689;4879;Espadim;Marlim;2534,329;;
45689;99;Estreito;Polo Potiguar;2453,0687;;
45689;101;Fazenda Alegre;FAL;2346,1976;;
45689;102;Fazenda Alto das Pedras;Rio Ventura;2588,4662;;
45689;103;Fazenda Alvorada;Baiano Mistura;2614,3962;;
45689;100;Fazenda Azevedo;Baiano Mistura;2614,3962;;
45689;106;Fazenda Bálsamo;Baiano Mistura;2614,3962;;
45689;105;Fazenda Belém BA;Estação São Roque;2604,9539;;
45689;131;Fazenda Belém CE;Fazenda Belém;2277,1572;;
45689;104;Fazenda Boa Esperança;Baiano Mistura;2614,3962;;
45689;110;Fazenda Canaan;Polo Potiguar;2453,0687;;
45689;107;Fazenda Cedro;Cricaré;2446,4004;;
45689;108;Fazenda Curral;Upanema;2656,1685;;
45689;112;Fazenda Guindaste;Tabuleiro;2551,4694;;
45689;113;Fazenda Imbé;Baiano Mistura;2614,3962;;
45689;115;Fazenda Malaquias;Upanema;2656,1685;;
45689;116;Fazenda Matinha;-1;3129,338;;
45689;117;Fazenda Onça;Concessão Miranga;2607,4305;;
