competencia;caixa;municipio;estado;royalties minimos;royalties excedentes
45231;45292;teotonio vilela;al;696631,07;0
45231;45292;uniao dos palmares;al;684;0
45231;45292;vicosa;al;559,63;0
45231;45292;alvaraes;am;698535,53;0
45231;45292;anama;am;697903,74;2791,78
45231;45292;anori;am;688835,92;3119,3
45231;45292;autazes;am;0;2328,65
45231;45292;beruri;am;0;1994,42
45231;45292;borba;am;19,66;0
45231;45292;caapiranga;am;697433,82;746,98
45231;45292;careiro da varzea;am;0;2328,65
45231;45292;careiro;am;0;1994,42
45231;45292;coari;am;3603689,46;3069068,52
45231;45292;codajas;am;687629,91;3866,95
45231;45292;iranduba;am;670655,9;2328,62
45231;45292;itacoatiara;am;0;2328,65
45231;45292;itapiranga;am;0;2328,65
45231;45292;manacapuru;am;697953,74;1994,43
45231;45292;manaquiri;am;0;1994,42
45231;45292;manaus;am;0;0
45231;45292;manicore;am;702290,33;0
45231;45292;nhamunda;am;700071,56;0
45231;45292;novo airao;am;700922,52;0
45231;45292;parintins;am;0;2328,65
45231;45292;rio preto da eva;am;61,78;0
45231;45292;santa isabel do rio negro;am;702290,33;0
45231;45292;sao gabriel da cachoeira;am;701903,33;0
45231;45292;sao paulo de olivenca;am;701903,33;0
45231;45292;silves;am;88715,92;52623,55
45231;45292;tabatinga;am;19,66;0
45231;45292;tefe;am;514710,32;291105,56
45231;45292;urucara;am;0;2328,65
45231;45292;urucurituba;am;0;2328,65
45231;45292;laranjal do jari;ap;0;2328,65
45231;45292;macapa;ap;0;2328,65
45231;45292;mazagao;ap;0;2328,65
45231;45292;acajutiba;ba;772,49;0
45231;45292;adustina;ba;772,49;0
45231;45292;agua fria;ba;703012,38;1,84
45231;45292;aiquara;ba;699885,66;0
45231;45292;alagoinhas;ba;968506,42;229550,13
45231;45292;alcobaca;ba;696953,53;0
45231;45292;almadina;ba;671,73;0
45231;45292;amargosa;ba;974,01;0
45231;45292;amelia rodrigues;ba;906,84;0
45231;45292;anage;ba;906,84;0
45231;45292;anguera;ba;705,32;0
45231;45292;antas;ba;806,08;0
45231;45292;antonio cardoso;ba;705,32;0
45231;45292;apora;ba;806,08;0
45231;45292;apuarema;ba;671,73;0
45231;45292;aracas;ba;1002232,93;196580,39
45231;45292;araci;ba;1074,77;0
45231;45292;aramari;ba;8529,95;2934,23
45231;45292;arataca;ba;705,32;0
45231;45292;aratuipe;ba;671,73;0
45231;45292;aurelino leal;ba;696710,27;0
45231;45292;baixa grande;ba;873,25;0
45231;45292;banzae;ba;705,32;0
45231;45292;barra do choca;ba;974,01;0
45231;45292;barra do rocha;ba;671,73;0
45231;45292;barro preto;ba;671,73;0
45231;45292;barrocas;ba;772,49;0
45231;45292;belmonte;ba;873,25;0
45231;45292;belo campo;ba;806,08;0
45231;45292;biritinga;ba;772,49;0
45231;45292;boa nova;ba;772,49;0
45231;45292;boa vista do tupim;ba;806,08;0
45231;45292;bom jesus da serra;ba;705,32;0
45231;45292;brejoes;ba;772,49;0
45231;45292;buerarema;ba;839,66;0
45231;45292;caatiba;ba;705,32;0
45231;45292;cabaceiras do paraguacu;ba;806,08;0
45231;45292;cachoeira;ba;974,01;0
45231;45292;caem;ba;705,32;0
45231;45292;caetanos;ba;738,9;0
45231;45292;cairu;ba;26015,4;269102,45
45231;45292;camacan;ba;702982,19;0
45231;45292;camacari;ba;617274,77;59236,68
45231;45292;camamu;ba;974,01;0
45231;45292;canavieiras;ba;974,01;0
45231;45292;candeal;ba;671,73;0
45231;45292;candeias;ba;813770,41;437676,03
45231;45292;candido sales;ba;906,84;0
45231;45292;cansancao;ba;974,01;0
45231;45292;canudos;ba;772,49;0
45231;45292;capela do alto alegre;ba;705,32;0
45231;45292;capim grosso;ba;906,84;0
45231;45292;caravelas;ba;697623,83;0
45231;45292;cardeal da silva;ba;736088,8;29081,96
45231;45292;castro alves;ba;906,84;0
45231;45292;catu;ba;844661,15;106108,08
45231;45292;cicero dantas;ba;974,01;0
45231;45292;cipo;ba;772,49;0
45231;45292;coaraci;ba;873,25;0
45231;45292;conceicao da feira;ba;873,25;0
45231;45292;conceicao do almeida;ba;806,08;0
45231;45292;conceicao do coite;ba;1108,36;0
45231;45292;conceicao do jacuipe;ba;940,42;0
45231;45292;conde;ba;0;0
45231;45292;coracao de maria;ba;873,25;0
45231;45292;coronel joao sa;ba;806,08;0
45231;45292;cravolandia;ba;671,73;0
45231;45292;crisopolis;ba;873,25;0
45231;45292;cruz das almas;ba;1108,36;0
45231;45292;dario meira;ba;738,9;0
45231;45292;dias d'avila;ba;702539,62;0
45231;45292;dom macedo costa;ba;671,73;0
45231;45292;elisio medrado;ba;671,73;0
45231;45292;encruzilhada;ba;873,25;0
45231;45292;entre rios;ba;867392,92;193496,65
45231;45292;esplanada;ba;840361,29;238574,41
45231;45292;euclides da cunha;ba;1108,36;0
45231;45292;eunapolis;ba;610760,63;0,1
45231;45292;fatima;ba;806,08;0
45231;45292;feira de santana;ba;1343,47;0
45231;45292;firmino alves;ba;671,73;0
45231;45292;floresta azul;ba;705,32;0
45231;45292;gandu;ba;698197,55;0
45231;45292;gaviao;ba;671,73;0
45231;45292;gloria;ba;772,49;0
45231;45292;gongogi;ba;699626,54;0
45231;45292;governador mangabeira;ba;839,66;0
45231;45292;guaratinga;ba;873,25;0
45231;45292;heliopolis;ba;738,9;0
45231;45292;iacu;ba;906,84;0
45231;45292;ibicarai;ba;906,84;0
45231;45292;ibicui;ba;772,49;0
45231;45292;ibiquera;ba;671,73;0
45231;45292;ibirapitanga;ba;873,25;0
45231;45292;ibirapua;ba;671,73;0
45231;45292;ibirataia;ba;695883,04;0
45231;45292;ichu;ba;671,73;0
45231;45292;igrapiuna;ba;738,9;0
45231;45292;iguai;ba;906,84;0
45231;45292;ilheus;ba;1343,47;0
45231;45292;inhambupe;ba;2670,1;623,44
45231;45292;ipecaeta;ba;772,49;0
45231;45292;ipiau;ba;675353,6;0
45231;45292;ipira;ba;1108,36;0
45231;45292;irajuba;ba;671,73;0
45231;45292;irara;ba;906,84;0
45231;45292;itabela;ba;699675,08;0
45231;45292;itaberaba;ba;1108,36;0
45231;45292;itabuna;ba;599619,8;0,03
45231;45292;itacare;ba;906,84;0
45231;45292;itagi;ba;703283,19;0
45231;45292;itagiba;ba;772,49;0
45231;45292;itagimirim;ba;671,73;0
45231;45292;itaju do colonia;ba;671,73;0
45231;45292;itajuipe;ba;701507,98;0
45231;45292;itamaraju;ba;1224081,52;0
45231;45292;itamari;ba;671,73;0
45231;45292;itambe;ba;873,25;0
45231;45292;itanagra;ba;692715,81;21273,75
45231;45292;itanhem;ba;873,25;0
45231;45292;itaparica;ba;733180,55;297526,77
45231;45292;itape;ba;705,32;0
45231;45292;itapebi;ba;700470,54;0
45231;45292;itapetinga;ba;1141,95;0
45231;45292;itapicuru;ba;974,01;0
45231;45292;itapitanga;ba;706734,64;0
45231;45292;itaquara;ba;671,73;0
45231;45292;itarantim;ba;839,66;0
45231;45292;itatim;ba;772,49;0
45231;45292;itirucu;ba;738,9;0
45231;45292;itiuba;ba;1007,6;0
45231;45292;itororo;ba;839,66;0
45231;45292;itubera;ba;906,84;0
45231;45292;jacobina;ba;1175,53;0
45231;45292;jaguaquara;ba;1074,77;0
45231;45292;jaguaripe;ba;686450,3;0
45231;45292;jandaira;ba;696785,6;0
45231;45292;jequie;ba;1343,47;0
45231;45292;jeremoabo;ba;1007,6;0
45231;45292;jiquirica;ba;772,49;0
45231;45292;jitauna;ba;772,49;0
45231;45292;jucurucu;ba;705,32;0
45231;45292;jussari;ba;671,73;0
45231;45292;lafaiete coutinho;ba;671,73;0
45231;45292;laje;ba;697190,46;0
45231;45292;lajedao;ba;671,73;0
45231;45292;lajedinho;ba;671,73;0
45231;45292;lajedo do tabocal;ba;671,73;0
45231;45292;lamarao;ba;671,73;0
45231;45292;lauro de freitas;ba;1343,47;0
45231;45292;macajuba;ba;705,32;0
45231;45292;macarani;ba;806,08;0
45231;45292;madre de deus;ba;188120,3;569989,19
45231;45292;maiquinique;ba;671,73;0
45231;45292;mairi;ba;839,66;0
45231;45292;manoel vitorino;ba;772,49;0
45231;45292;maracas;ba;906,84;0
45231;45292;maragogipe;ba;691562,6;0
45231;45292;marau;ba;839,66;0
45231;45292;marcionilio souza;ba;705,32;0
45231;45292;mascote;ba;696630,63;0
45231;45292;mata de sao joao;ba;852469,53;119756,33
45231;45292;medeiros neto;ba;873,25;0
45231;45292;miguel calmon;ba;906,84;0
45231;45292;milagres;ba;705,32;0
45231;45292;mirante;ba;705,32;0
45231;45292;monte santo;ba;1074,77;0
45231;45292;mucuri;ba;621027,66;365,64
45231;45292;mundo novo;ba;906,84;0
45231;45292;muniz ferreira;ba;697976,13;0
45231;45292;muritiba;ba;940,42;0
45231;45292;mutuipe;ba;873,25;0
45231;45292;nazare;ba;698073,2;0
45231;45292;nilo pecanha;ba;738,9;0
45231;45292;nordestina;ba;738,9;0
45231;45292;nova canaa;ba;806,08;0
45231;45292;nova fatima;ba;671,73;0
45231;45292;nova ibia;ba;613213,34;0
45231;45292;nova itarana;ba;671,73;0
45231;45292;nova soure;ba;707328,86;4702,94
45231;45292;nova vicosa;ba;608418,73;0
45231;45292;novo triunfo;ba;772,49;0
45231;45292;olindina;ba;906,84;0
45231;45292;ouricangas;ba;699183,24;1600,88
45231;45292;ourolandia;ba;806,08;0
45231;45292;paripiranga;ba;906,84;0
45231;45292;pau brasil;ba;705,32;0
45231;45292;paulo afonso;ba;1242,71;0
45231;45292;pe de serra;ba;738,9;0
45231;45292;pedrao;ba;671,73;0
45231;45292;pedro alexandre;ba;806,08;0
45231;45292;pintadas;ba;705,32;0
45231;45292;pirai do norte;ba;671,73;0
45231;45292;piritiba;ba;873,25;0
45231;45292;planaltino;ba;671,73;0
45231;45292;planalto;ba;906,84;0
45231;45292;pocoes;ba;1041,18;0
45231;45292;pojuca;ba;1412100,02;798556,84
45231;45292;porto seguro;ba;1276,29;0
45231;45292;potiragua;ba;671,73;0
45231;45292;prado;ba;906,84;0
45231;45292;presidente tancredo neves;ba;697472,96;0
45231;45292;queimadas;ba;906,84;0
45231;45292;quijingue;ba;906,84;0
45231;45292;quixabeira;ba;671,73;0
45231;45292;rafael jambeiro;ba;873,25;0
45231;45292;retirolandia;ba;738,9;0
45231;45292;riachao do jacuipe;ba;974,01;0
45231;45292;ribeira do amparo;ba;772,49;0
45231;45292;ribeira do pombal;ba;1041,18;0
45231;45292;ribeirao do largo;ba;671,73;0
45231;45292;rio real;ba;1007,6;0
45231;45292;ruy barbosa;ba;940,42;0
45231;45292;salinas da margarida;ba;670847,85;296539,27
45231;45292;salvador;ba;45244,18;296536,88
45231;45292;santa barbara;ba;839,66;0
45231;45292;santa brigida;ba;772,49;0
45231;45292;santa cruz cabralia;ba;906,84;0
45231;45292;santa cruz da vitoria;ba;671,73;0
45231;45292;santa ines;ba;705,32;0
45231;45292;santa luzia;ba;738,9;0
45231;45292;santa teresinha;ba;671,73;0
45231;45292;santaluz;ba;974,01;0
45231;45292;santanopolis;ba;671,73;0
45231;45292;santo amaro;ba;703582,91;296539,27
45231;45292;santo antonio de jesus;ba;1209,12;0
45231;45292;santo estevao;ba;1041,18;0
45231;45292;sao domingos;ba;671,73;0
45231;45292;sao felipe;ba;873,25;0
45231;45292;sao felix;ba;772,49;0
45231;45292;sao francisco do conde;ba;188120,3;253089,22
45231;45292;sao goncalo dos campos;ba;974,01;0
45231;45292;sao jose da vitoria;ba;671,73;0
45231;45292;sao jose do jacuipe;ba;705,32;0
45231;45292;sao miguel das matas;ba;705,32;0
45231;45292;sao sebastiao do passe;ba;947321,99;182514,28
45231;45292;sapeacu;ba;806,08;0
45231;45292;satiro dias;ba;686117,34;3331,79
45231;45292;saubara;ba;696974,87;296539,27
45231;45292;serra preta;ba;772,49;0
45231;45292;serrinha;ba;1175,53;0
45231;45292;serrolandia;ba;738,9;0
45231;45292;simoes filho;ba;622079,52;95,32
45231;45292;sitio do quinto;ba;738,9;0
45231;45292;tanquinho;ba;671,73;0
45231;45292;taperoa;ba;839,66;0
45231;45292;tapiramuta;ba;806,08;0
45231;45292;teixeira de freitas;ba;1309,88;0
45231;45292;teodoro sampaio;ba;681821,53;151,15
45231;45292;teofilandia;ba;873,25;0
45231;45292;teolandia;ba;0;0
45231;45292;terra nova;ba;738,9;0
45231;45292;tucano;ba;1074,77;0
45231;45292;uaua;ba;906,84;0
45231;45292;ubaira;ba;839,66;0
45231;45292;ubaitaba;ba;873,25;0
45231;45292;ubata;ba;906,84;0
45231;45292;una;ba;906,84;0
45231;45292;urucuca;ba;839,66;0
45231;45292;valenca;ba;718271,09;0
45231;45292;valente;ba;906,84;0
45231;45292;varzea da roca;ba;738,9;0
45231;45292;varzea do poco;ba;671,73;0
45231;45292;varzea nova;ba;738,9;0
45231;45292;varzedo;ba;671,73;0
45231;45292;vera cruz;ba;642435,71;18,03
45231;45292;vereda;ba;671,73;0
45231;45292;vitoria da conquista;ba;1343,47;0
45231;45292;wenceslau guimaraes;ba;698479,5;0
45231;45292;amontada;ce;0;0
45231;45292;aquiraz;ce;0;44081,16
45231;45292;aracati;ce;344961,25;26647,21
45231;45292;caucaia;ce;648727,92;56031,88
45231;45292;fortaleza;ce;159902,25;27193,96
45231;45292;horizonte;ce;590916,7;3,18
45231;45292;icapui;ce;675014,22;6681,82
45231;45292;itapipoca;ce;0;0
45231;45292;itarema;ce;666475,07;0
45231;45292;jaguaruana;ce;710912,85;6875,32
45231;45292;maracanau;ce;506397,44;7300,57
45231;45292;pacajus;ce;19,96;0
45231;45292;pacatuba;ce;698313,86;0
45231;45292;paracuru;ce;670276,03;0
45231;45292;paraipaba;ce;0;0
45231;45292;sao goncalo do amarante;ce;0;0
45231;45292;trairi;ce;665481,95;0
45231;45292;afonso claudio;es;171500,9;0
45231;45292;agua doce do norte;es;128625,67;0
45231;45292;aguia branca;es;122500,63;0
45231;45292;alegre;es;171500,9;0
45231;45292;alfredo chaves;es;134750,7;0
45231;45292;alto rio novo;es;122500,63;0
45231;45292;anchieta;es;2860088,04;609186,37
45231;45292;apiaca;es;122500,63;0
45231;45292;aracruz;es;1638497,76;809840,09
45231;45292;atilio vivacqua;es;122500,63;0
45231;45292;baixo guandu;es;171500,9;0
45231;45292;barra de sao francisco;es;189876;0
45231;45292;boa esperanca;es;140875,73;0
45231;45292;bom jesus do norte;es;122500,63;0
45231;45292;brejetuba;es;128625,67;0
45231;45292;cachoeiro de itapemirim;es;244498,76;0
45231;45292;cariacica;es;947553,74;0
45231;45292;castelo;es;177625,93;0
45231;45292;colatina;es;226626,19;0
45231;45292;conceicao da barra;es;222569,32;42968,49
45231;45292;conceicao do castelo;es;128625,67;0
45231;45292;divino de sao lourenco;es;122500,63;0
45231;45292;domingos martins;es;171500,9;0
45231;45292;dores do rio preto;es;122500,63;0
45231;45292;ecoporanga;es;159250,83;0
45231;45292;fundao;es;687830,66;134031,96
45231;45292;governador lindenberg;es;128625,67;0
45231;45292;guacui;es;165375,87;0
45231;45292;guarapari;es;226626,19;0
45231;45292;ibatiba;es;159250,83;0
45231;45292;ibiracu;es;128625,67;0
45231;45292;ibitirama;es;122500,63;0
45231;45292;iconha;es;134750,7;0
45231;45292;irupi;es;128625,67;0
45231;45292;itaguacu;es;140875,73;0
45231;45292;itapemirim;es;1401938,06;6839231,01
45231;45292;itarana;es;128625,67;0
45231;45292;iuna;es;165375,87;0
45231;45292;jaguare;es;1089439,17;126362,97
45231;45292;jeronimo monteiro;es;128625,67;0
45231;45292;joao neiva;es;140875,73;0
45231;45292;laranja da terra;es;128625,67;0
45231;45292;linhares;es;8670826,43;768900,51
45231;45292;mantenopolis;es;134750,7;0
45231;45292;marataizes;es;1511395,58;7571791,13
45231;45292;marechal floriano;es;140875,73;0
45231;45292;marilandia;es;128625,67;0
45231;45292;mimoso do sul;es;165375,87;0
45231;45292;montanha;es;147000,77;0
45231;45292;mucurici;es;122500,63;0
45231;45292;muniz freire;es;153125,8;0
45231;45292;muqui;es;140875,73;0
45231;45292;nova venecia;es;189876;0
45231;45292;pancas;es;159250,83;0
45231;45292;pedro canario;es;861803,29;0
45231;45292;pinheiros;es;159250,83;0
45231;45292;piuma;es;1396117,52;707514,34
45231;45292;ponto belo;es;122500,63;0
45231;45292;presidente kennedy;es;1276672,79;9178314,77
45231;45292;rio bananal;es;147000,77;0
45231;45292;rio novo do sul;es;128625,67;0
45231;45292;santa leopoldina;es;134750,7;0
45231;45292;santa maria de jetiba;es;177625,93;0
45231;45292;santa teresa;es;159250,83;0
45231;45292;sao domingos do norte;es;122500,63;0
45231;45292;sao gabriel da palha;es;171500,9;0
45231;45292;sao jose do calcado;es;128625,67;0
45231;45292;sao mateus;es;496879,26;137919,53
45231;45292;sao roque do canaa;es;128625,67;0
45231;45292;serra;es;1770070,59;357808,14
45231;45292;sooretama;es;861795,12;0
45231;45292;vargem alta;es;153125,8;0
45231;45292;venda nova do imigrante;es;159250,83;0
45231;45292;viana;es;828119,79;13052,84
45231;45292;vila pavao;es;122500,63;0
45231;45292;vila valerio;es;134750,7;0
45231;45292;vila velha;es;1152780,66;0
45231;45292;vitoria;es;1651976,9;100053,68
45231;45292;bacabal;ma;50081,68;37561,26
45231;45292;barreirinhas;ma;702552,17;0
45231;45292;bernardo do mearim;ma;968573,07;326389,56
45231;45292;bom lugar;ma;23931,84;17948,88
45231;45292;capinzal do norte;ma;718888,25;37758,12
45231;45292;lima campos;ma;774815,46;127404,29
45231;45292;pedreiras;ma;692838,67;0
45231;45292;pocao de pedras;ma;30983,91;23237,93
45231;45292;primeira cruz;ma;704611,26;207,92
45231;45292;santo amaro do maranhao;ma;39762,32;33,92
45231;45292;santo antonio dos lopes;ma;794228,13;621228,78
45231;45292;sao domingos do maranhao;ma;702041,77;0
45231;45292;sao luis gonzaga do maranhao;ma;0;0
45231;45292;sao luis;ma;0;0
45231;45292;trizidela do vale;ma;801384,46;103094,1
45231;45292;alfredo vasconcelos;mg;701373,05;0
45231;45292;barbacena;mg;590570,37;797,76
45231;45292;belmiro braga;mg;700922,52;0
45231;45292;belo oriente;mg;702591,7;0
45231;45292;betim;mg;620275,85;55144,62
45231;45292;brumadinho;mg;616938,08;12545,77
45231;45292;confins;mg;702552,46;0
45231;45292;congonhas;mg;0;0
45231;45292;coronel fabriciano;mg;702544,29;0
45231;45292;ewbank da camara;mg;702290,33;0
45231;45292;ibirite;mg;699812,42;0
45231;45292;ipatinga;mg;702544,29;0
45231;45292;itabirito;mg;0;0
45231;45292;jacutinga;mg;695514,88;6241,52
45231;45292;jeceaba;mg;0;0
45231;45292;juiz de fora;mg;505802,48;4355,1
45231;45292;nazareno;mg;0;0
45231;45292;ouro branco;mg;702494,12;0
45231;45292;pequi;mg;0;0
45231;45292;queluzita;mg;669967,26;0
45231;45292;ressaquinha;mg;699474,25;0
45231;45292;rio piracicaba;mg;702544,29;0
45231;45292;santa luzia;mg;614167,92;0
45231;45292;santana do paraiso;mg;702570,29;0
45231;45292;santos dumont;mg;68,72;0
45231;45292;sao bras do suacui;mg;590259,53;83461,87
45231;45292;sao jose da lapa;mg;701562,79;0
45231;45292;tres lagoas;ms;486,12;0
45231;45292;afua;pa;0;2328,65
45231;45292;alenquer;pa;0;2328,65
45231;45292;almeirim;pa;0;2328,65
45231;45292;anajas;pa;0;2328,65
45231;45292;breves;pa;0;2328,65
45231;45292;chaves;pa;0;2328,65
45231;45292;curua;pa;0;2328,65
45231;45292;faro;pa;8,58;2328,67
45231;45292;gurupa;pa;0;2328,65
45231;45292;juruti;pa;0;2328,65
45231;45292;melgaco;pa;0;2328,65
45231;45292;monte alegre;pa;0;2328,65
45231;45292;obidos;pa;0;2328,65
45231;45292;porto de moz;pa;0;2328,65
45231;45292;prainha;pa;0;2328,65
45231;45292;santarem;pa;0;2328,65
45231;45292;terra santa;pa;0;2328,65
45231;45292;alhandra;pb;365156,1;0
45231;45292;bayeux;pb;685377,02;0
45231;45292;caldas brandao;pb;691575,48;0
45231;45292;inga;pb;693675,9;0
45231;45292;jacarau;pb;695116,94;0
45231;45292;mamanguape;pb;622943,2;226,91
45231;45292;pedras de fogo;pb;595121,88;14,16
45231;45292;remigio;pb;0;0
45231;45292;santa rita;pb;559070,93;5178,47
45231;45292;sao miguel de taipu;pb;695514,59;0
45231;45292;abreu e lima;pe;610624,95;7346,02
45231;45292;belo jardim;pe;702544,29;0
45231;45292;cabo de santo agostinho;pe;249055,11;550697,11
45231;45292;camaragibe;pe;249,87;0
45231;45292;goiana;pe;335866,36;12018,26
45231;45292;gravata;pe;0;0
45231;45292;igarassu;pe;623486,95;5684,4
45231;45292;ipojuca;pe;614561,83;748896,9
45231;45292;itambe;pe;10569,83;0
45231;45292;itaquitinga;pe;384678,45;0
45231;45292;jaboatao dos guararapes;pe;540015,37;10404,78
45231;45292;moreno;pe;699503;0
45231;45292;paulista;pe;0;0
45231;45292;pombos;pe;702544,29;0
45231;45292;recife;pe;0;0
45231;45292;sao lourenco da mata;pe;574073,51;11135,38
45231;45292;sirinhaem;pe;2,33;542535,72
45231;45292;tacaimbo;pe;0;0
45231;45292;vitoria de santo antao;pe;0;0
45231;45292;araucaria;pr;675910,85;5143465,58
45231;45292;campo largo;pr;575809,03;1165,78
45231;45292;guaratuba;pr;674095,77;0
45231;45292;pitanga;pr;42962,28;1354,74
45231;45292;sao mateus do sul;pr;748676,97;734729,51
45231;45292;angra dos reis;rj;13596191,44;7667025,67
45231;45292;aperibe;rj;1715363,33;0
45231;45292;araruama;rj;13099718,75;23893506,7
45231;45292;areal;rj;3151133,84;0
45231;45292;armacao dos buzios;rj;9377172,08;2842643,3
45231;45292;arraial do cabo;rj;10056632,51;28857952,46
45231;45292;barra do pirai;rj;3638054,2;0
45231;45292;barra mansa;rj;3677515,52;38792,8
45231;45292;belford roxo;rj;3267358,73;0
45231;45292;bom jardim;rj;2205467,14;0
45231;45292;bom jesus do itabapoana;rj;2368835,08;0
45231;45292;cabo frio;rj;14576268,97;18133670,81
45231;45292;cachoeiras de macacu;rj;14124991,7;0
45231;45292;cambuci;rj;1878731,26;0
45231;45292;campos dos goytacazes;rj;14582634,17;49019284,26
45231;45292;cantagalo;rj;2042099,2;0
45231;45292;carapebus;rj;8323925,71;561737,57
45231;45292;cardoso moreira;rj;1797047,3;0
45231;45292;carmo;rj;1960415,22;0
45231;45292;casimiro de abreu;rj;10755684,36;10501150,96
45231;45292;comendador levy gasparian;rj;1709102,69;0
45231;45292;conceicao de macabu;rj;2123783,16;0
45231;45292;cordeiro;rj;2123783,16;0
45231;45292;duas barras;rj;1715363,33;0
45231;45292;duque de caxias;rj;14528450,48;909036,72
45231;45292;engenheiro paulo de frontin;rj;1797047,3;0
45231;45292;guapimirim;rj;14726249,56;525021,16
45231;45292;iguaba grande;rj;2123783,16;14646531,56
45231;45292;itaborai;rj;3267358,73;464086,67
45231;45292;itaguai;rj;12859218,41;1072,79
45231;45292;italva;rj;1878731,26;0
45231;45292;itaocara;rj;2123783,16;0
45231;45292;itaperuna;rj;2940622,85;0
45231;45292;itatiaia;rj;2287151,11;0
45231;45292;japeri;rj;3402398,35;174430,54
45231;45292;laje do muriae;rj;1633679,35;0
45231;45292;macae;rj;111807514,6;8600428,67
45231;45292;macuco;rj;1633679,35;0
45231;45292;mage;rj;16332021,65;464086,67
45231;45292;mangaratiba;rj;10989982,19;4019356,14
45231;45292;marica;rj;13210693,28;213612927,4
45231;45292;mendes;rj;1960415,22;0
45231;45292;mesquita;rj;3267358,73;0
45231;45292;miguel pereira;rj;2205467,14;0
45231;45292;miracema;rj;2205467,14;0
45231;45292;natividade;rj;1878731,26;0
45231;45292;nilopolis;rj;3267358,73;0
45231;45292;niteroi;rj;14581290,03;69946589,39
45231;45292;nova friburgo;rj;3267358,73;0
45231;45292;nova iguacu;rj;3267358,73;0
45231;45292;paracambi;rj;3123684,41;1118,13
45231;45292;paraiba do sul;rj;5354218,06;0
45231;45292;parati;rj;10429494,68;8575951,15
45231;45292;paty do alferes;rj;2880614,71;0
45231;45292;petropolis;rj;3267358,73;0
45231;45292;pinheiral;rj;2824143,78;0
45231;45292;pirai;rj;2575907,04;9330,45
45231;45292;porciuncula;rj;1960415,22;0
45231;45292;porto real;rj;2534855,72;0
45231;45292;quatis;rj;1797047,3;0
45231;45292;queimados;rj;3185674,75;0
45231;45292;quissama;rj;9708862,66;9136712,44
45231;45292;resende;rj;3605331,79;25348,21
45231;45292;rio bonito;rj;2613886,98;0
45231;45292;rio claro;rj;1960415,22;3833372,18
45231;45292;rio das flores;rj;2156429,65;2983,35
45231;45292;rio das ostras;rj;12861726,26;6838398,06
45231;45292;rio de janeiro;rj;13127544,94;13745183,92
45231;45292;santa maria madalena;rj;1715363,33;0
45231;45292;santo antonio de padua;rj;2532203,01;0
45231;45292;sao fidelis;rj;2450519,04;0
45231;45292;sao francisco de itabapoana;rj;2532203,01;4037696,79
45231;45292;sao goncalo;rj;3267358,73;464086,67
45231;45292;sao joao da barra;rj;10752628,23;15223660,54
45231;45292;sao joao de meriti;rj;3267358,73;0
45231;45292;sao jose de uba;rj;1633679,35;0
45231;45292;sao jose do vale do rio preto;rj;2123783,16;0
45231;45292;sao pedro da aldeia;rj;2940583,09;0
45231;45292;sao sebastiao do alto;rj;1633679,35;0
45231;45292;sapucaia;rj;3601295,81;0
45231;45292;saquarema;rj;12818389,95;149016324,8
45231;45292;seropedica;rj;2858938,9;0
45231;45292;silva jardim;rj;11476555,75;0
45231;45292;sumidouro;rj;1878731,26;0
